Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly barcode
ESC_PA1689AA	H13ER5955	SRR7644859;ILLUMINA;Paired;;SRX4508150;SRA	Human	Human	Homo sapiens; human	2013				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765986	SRS3628083	2019-11-18	2019-08-01	ESC_PA1689AA	Assembled	186	156570	5440733	Escherichia coli / Shigella;99.15%	214	34353	4.1	ESC_GB6324AA_AS
ESC_PA1690AA	H13ER3948	SRR7644860;ILLUMINA;Paired;;SRX4508149;SRA	Human	Human	Homo sapiens; human	2013				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765985	SRS3628079	2019-11-18	2019-08-01	ESC_PA1690AA	Assembled	208	151733	5339745	Escherichia coli / Shigella;100.0%	203	38383	4.1	ESC_GB6323AA_AS
ESC_PA1691AA	H13ER6657	SRR7644861;ILLUMINA;Paired;;SRX4508148;SRA	Human	Human	Homo sapiens; human	2013				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765988	SRS3628080	2019-11-18	2019-08-01	ESC_PA1691AA	Assembled	212	146863	5479788	Escherichia coli / Shigella;99.2%	213	32271	4.1	ESC_GB6322AA_AS
ESC_PA1692AA	H13ER6408	SRR7644862;ILLUMINA;Paired;;SRX4508147;SRA	Human	Human	Homo sapiens; human	2013				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765987	SRS3628077	2019-11-18	2019-08-01	ESC_PA1692AA	Assembled	231	184722	5418066	Escherichia coli / Shigella;100.0%	254	52565	4.1	ESC_GB6321AA_AS
ESC_PA1693AA	ERL072698	SRR7644863;ILLUMINA;Paired;;SRX4508146;SRA	Livestock	Bovine	Bos taurus; bovine	2007				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765919	SRS3628074	2019-11-18	2019-08-01	ESC_PA1693AA	Assembled	147	184268	5402043	Escherichia coli / Shigella;100.0%	220	47410	4.1	ESC_GB6320AA_AS
ESC_PA1694AA	ERL072865	SRR7644864;ILLUMINA;Paired;;SRX4508145;SRA	Human	Human	Homo sapiens; human	2007				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765920	SRS3628078	2019-11-18	2019-08-01	ESC_PA1694AA	Assembled	206	195752	5436524	Escherichia coli / Shigella;100.0%	273	30323	4.1	ESC_GB6319AA_AS
ESC_PA1695AA	ERL07155	SRR7644865;ILLUMINA;Paired;;SRX4508144;SRA	Human	Human	Homo sapiens; human	2007				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765915	SRS3628073	2019-11-18	2019-08-01	ESC_PA1695AA	Assembled	250	202417	5507347	Escherichia coli / Shigella;100.0%	261	48935	4.1	ESC_GB6318AA_AS
ESC_PA1696AA	ERL072285	SRR7644866;ILLUMINA;Paired;;SRX4508143;SRA	Livestock	Bovine	Bos taurus; bovine	2007				Oceania	New Zealand					-36.505	174.454	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765916	SRS3628072	2019-11-18	2019-08-01	ESC_PA1696AA	Assembled	119	184049	5480208	Escherichia coli / Shigella;99.17%	232	31103	4.1	ESC_GB6317AA_AS
ESC_PA1697AA	ERL072341	SRR7644867;ILLUMINA;Paired;;SRX4508142;SRA	Livestock	Bovine	Bos taurus; bovine	2007				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765917	SRS3628076	2019-11-18	2019-08-01	ESC_PA1697AA	Assembled	124	188191	5424510	Escherichia coli / Shigella;99.14%	199	29421	4.1	ESC_GB6316AA_AS
ESC_PA1698AA	ERL072638	SRR7644868;ILLUMINA;Paired;;SRX4508141;SRA	Livestock	Bovine	Bos taurus; bovine	2007				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765918	SRS3628075	2019-11-18	2019-08-01	ESC_PA1698AA	Assembled	143	152026	5404218	Escherichia coli / Shigella;99.15%	210	37806	4.1	ESC_GB6315AA_AS
ESC_PA1699AA	ERL064465	SRR7644869;ILLUMINA;Paired;;SRX4508140;SRA	Human	Human	Homo sapiens; human	2006				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765911	SRS3628071	2019-11-18	2019-08-01	ESC_PA1699AA	Assembled	172	183602	5493642	Escherichia coli / Shigella;99.26%	259	58033	4.1	ESC_GB6314AA_AS
ESC_PA1700AA	ERL06677	SRR7644870;ILLUMINA;Paired;;SRX4508139;SRA	Human	Human	Homo sapiens; human	2006				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765912	SRS3628070	2019-11-18	2019-08-01	ESC_PA1700AA	Assembled	242	149725	5493666	Escherichia coli / Shigella;99.27%	245	36170	4.1	ESC_GB6313AA_AS
ESC_PA1701AA	ERL071133	SRR7644871;ILLUMINA;Paired;;SRX4508138;SRA	Livestock	Bovine	Bos taurus; bovine	2007				Oceania	New Zealand					-36.505	174.454	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765913	SRS3628069	2019-11-18	2019-08-01	ESC_PA1701AA	Assembled	145	156570	5511722	Escherichia coli / Shigella;98.35%	231	33904	4.1	ESC_GB6312AA_AS
ESC_PA1702AA	ERL07154	SRR7644872;ILLUMINA;Paired;;SRX4508137;SRA	Livestock	Bovine	Bos taurus; bovine	2007				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765914	SRS3628067	2019-11-18	2019-08-01	ESC_PA1702AA	Assembled	143	188415	5439194	Escherichia coli / Shigella;99.2%	241	49999	4.1	ESC_GB6311AA_AS
ESC_PA1703AA	14ER3009	SRR7644873;ILLUMINA;Paired;;SRX4508136;SRA	Livestock	Bovine	Bos taurus; bovine	2014				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765869	SRS3628068	2019-11-18	2019-08-01	ESC_PA1703AA	Assembled	81	160592	5387056	Escherichia coli / Shigella;100.0%	233	38972	4.1	ESC_GB6310AA_AS
ESC_PA1704AA	14ER98	SRR7644874;ILLUMINA;Paired;;SRX4508135;SRA	Livestock	Bovine	Bos taurus; bovine	2014				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765870	SRS3628065	2019-11-18	2019-08-01	ESC_PA1704AA	Assembled	104	184325	5408495	Escherichia coli / Shigella;99.08%	195	30453	4.1	ESC_GB6309AA_AS
ESC_PA1705AA	14ER1012	SRR7644875;ILLUMINA;Paired;;SRX4508134;SRA	Livestock	Bovine	Bos taurus; bovine	2014				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765865	SRS3628066	2019-11-18	2019-08-01	ESC_PA1705AA	Assembled	111	188415	5420385	Escherichia coli / Shigella;99.24%	259	55979	4.1	ESC_GB6308AA_AS
ESC_PA1706AA	14ER2496	SRR7644876;ILLUMINA;Paired;;SRX4508133;SRA	Livestock	Bovine	Bos taurus; bovine	2014				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765866	SRS3628063	2019-11-18	2019-08-01	ESC_PA1706AA	Assembled	175	151733	5428267	Escherichia coli / Shigella;100.0%	239	48286	4.1	ESC_GB6307AA_AS
ESC_PA1707AA	14ER2816	SRR7644877;ILLUMINA;Paired;;SRX4508132;SRA	Livestock	Bovine	Bos taurus; bovine	2014				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765867	SRS3628064	2019-11-18	2019-08-01	ESC_PA1707AA	Assembled	121	148293	5474950	Escherichia coli / Shigella;99.2%	244	33861	4.1	ESC_GB6306AA_AS
ESC_PA1708AA	14ER2831	SRR7644878;ILLUMINA;Paired;;SRX4508131;SRA	Livestock	Bovine	Bos taurus; bovine	2014				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765868	SRS3628060	2019-11-18	2019-08-01	ESC_PA1708AA	Assembled	179	252046	5475028	Escherichia coli / Shigella;100.0%	260	41532	4.1	ESC_GB6305AA_AS
ESC_PA1709AA	109ST1O157	SRR7644879;ILLUMINA;Paired;;SRX4508130;SRA	Livestock	Bovine	Bos taurus; bovine	2008				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765861	SRS3628062	2019-11-18	2019-08-01	ESC_PA1709AA	Assembled	122	201746	5419482	Escherichia coli / Shigella;99.1%	199	22307	4.1	ESC_GB6304AA_AS
ESC_PA1710AA	13ER3795	SRR7644880;ILLUMINA;Paired;;SRX4508129;SRA	Livestock	Bovine	Bos taurus; bovine	2013				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765862	SRS3628061	2019-11-18	2019-08-01	ESC_PA1710AA	Assembled	114	188191	5433501	Escherichia coli / Shigella;98.28%	220	51144	4.1	ESC_GB6303AA_AS
ESC_PA1711AA	13ER4703	SRR7644881;ILLUMINA;Paired;;SRX4508128;SRA	Livestock	Bovine	Bos taurus; bovine	2013				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765863	SRS3628059	2019-11-18	2019-08-01	ESC_PA1711AA	Assembled	138	160595	5448025	Escherichia coli / Shigella;100.0%	224	35823	4.1	ESC_GB6302AA_AS
ESC_PA1713AA	ERL082124	SRR7644883;ILLUMINA;Paired;;SRX4508126;SRA	Human	Human	Homo sapiens; human	2008				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765930	SRS3628058	2019-11-18	2019-08-01	ESC_PA1713AA	Assembled	157	151733	5251559	Escherichia coli / Shigella;100.0%	203	25781	4.1	ESC_GB6300AA_AS
ESC_PA1714AA	ERL082021	SRR7644884;ILLUMINA;Paired;;SRX4508125;SRA	Human	Human	Homo sapiens; human	2008				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765929	SRS3628056	2019-11-18	2019-08-01	ESC_PA1714AA	Assembled	298	184473	5412260	Escherichia coli / Shigella;100.0%	266	57409	4.1	ESC_GB6299AA_AS
ESC_PA1715AA	T53a	SRR7644885;ILLUMINA;Paired;;SRX4508124;SRA	Livestock	Bovine	Bos taurus; bovine	2010				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09766004	SRS3628054	2019-11-18	2019-08-01	ESC_PA1715AA	Assembled	294	205723	5357770	Escherichia coli / Shigella;100.0%	260	65702	4.1	ESC_GB6298AA_AS
ESC_PA1716AA	H81a	SRR7644886;ILLUMINA;Paired;;SRX4508123;SRA	Livestock	Bovine	Bos taurus; bovine	2009				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09766003	SRS3628100	2019-11-18	2019-08-01	ESC_PA1716AA	Assembled	159	148292	5472113	Escherichia coli / Shigella;98.33%	222	37932	4.1	ESC_GB6297AA_AS
ESC_PA1717AA	h25a	SRR7644887;ILLUMINA;Paired;;SRX4508122;SRA	Livestock	Bovine	Bos taurus; bovine	2010				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09766002	SRS3628052	2019-11-18	2019-08-01	ESC_PA1717AA	Assembled	304	151447	5322098	Escherichia coli / Shigella;100.0%	243	56534	4.1	ESC_GB6296AA_AS
ESC_PA1718AA	H174a	SRR7644888;ILLUMINA;Paired;;SRX4508121;SRA	Livestock	Bovine	Bos taurus; bovine	2009				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09766001	SRS3628053	2019-11-18	2019-08-01	ESC_PA1718AA	Assembled	194	151733	5374115	Escherichia coli / Shigella;100.0%	242	40171	4.1	ESC_GB6295AA_AS
ESC_PA1719AA	ERL081889	SRR7644889;ILLUMINA;Paired;;SRX4508120;SRA	Livestock	Bovine	Bos taurus; bovine	2008				Oceania	New Zealand					-36.505	174.454	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765926	SRS3628101	2019-11-18	2019-08-01	ESC_PA1719AA	Assembled	155	184325	5413663	Escherichia coli / Shigella;99.12%	207	35107	4.1	ESC_GB6294AA_AS
ESC_PA1720AA	ERL081743	SRR7644890;ILLUMINA;Paired;;SRX4508119;SRA	Human	Human	Homo sapiens; human	2008				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765925	SRS3628055	2019-11-18	2019-08-01	ESC_PA1720AA	Assembled	124	241692	5408960	Escherichia coli / Shigella;99.15%	204	28396	4.1	ESC_GB6293AA_AS
ESC_PA1721AA	ERL082000	SRR7644891;ILLUMINA;Paired;;SRX4508118;SRA	Human	Human	Homo sapiens; human	2008				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765928	SRS3628049	2019-11-18	2019-08-01	ESC_PA1721AA	Assembled	135	159534	5465213	Escherichia coli / Shigella;99.21%	251	47824	4.1	ESC_GB6292AA_AS
ESC_PA1722AA	ERL081945	SRR7644892;ILLUMINA;Paired;;SRX4508117;SRA	Human	Human	Homo sapiens; human	2008				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765927	SRS3628051	2019-11-18	2019-08-01	ESC_PA1722AA	Assembled	126	160591	5394773	Escherichia coli / Shigella;100.0%	242	40110	4.1	ESC_GB6291AA_AS
ESC_PA1723AA	ERL07314	SRR7644893;ILLUMINA;Paired;;SRX4508116;SRA	Human	Human	Homo sapiens; human	2007				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765922	SRS3628048	2019-11-18	2019-08-01	ESC_PA1723AA	Assembled	142	238828	5505185	Escherichia coli / Shigella;100.0%	248	39789	4.1	ESC_GB6290AA_AS
ESC_PA1724AA	ERL073071	SRR7644894;ILLUMINA;Paired;;SRX4508115;SRA	Human	Human	Homo sapiens; human	2007				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765921	SRS3628050	2019-11-18	2019-08-01	ESC_PA1724AA	Assembled	150	160580	5296752	Escherichia coli / Shigella;99.03%	180	59240	4.1	ESC_GB6289AA_AS
ESC_PA1725AA	ERL07811	SRR7644895;ILLUMINA;Paired;;SRX4508114;SRA	Human	Human	Homo sapiens; human	2007				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765924	SRS3628045	2019-11-18	2019-08-01	ESC_PA1725AA	Assembled	228	201738	5345322	Escherichia coli / Shigella;98.96%	173	29639	4.1	ESC_GB6288AA_AS
ESC_PA1726AA	ERL07467	SRR7644896;ILLUMINA;Paired;;SRX4508113;SRA	Human	Human	Homo sapiens; human	2007				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765923	SRS3628044	2019-11-18	2019-08-01	ESC_PA1726AA	Assembled	293	151447	5310201	Escherichia coli / Shigella;99.14%	217	44315	4.1	ESC_GB6287AA_AS
ESC_PA1727AA	ERL091792	SRR7644897;ILLUMINA;Paired;;SRX4508112;SRA	Human	Human	Homo sapiens; human	2009				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765939	SRS3628047	2019-11-18	2019-08-01	ESC_PA1727AA	Assembled	188	160587	5422994	Escherichia coli / Shigella;100.0%	244	47091	4.1	ESC_GB6286AA_AS
ESC_PA1728AA	ERL092373	SRR7644898;ILLUMINA;Paired;;SRX4508111;SRA	Livestock	Bovine	Bos taurus; bovine	2009				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765940	SRS3628041	2019-11-18	2019-08-01	ESC_PA1728AA	Assembled	143	236402	5399532	Escherichia coli / Shigella;100.0%	228	38771	4.1	ESC_GB6285AA_AS
ESC_PA1730AA	ERL083922	SRR7644900;ILLUMINA;Paired;;SRX4508109;SRA	Livestock	Bovine	Bos taurus; bovine	2008				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765934	SRS3628046	2019-11-18	2019-08-01	ESC_PA1730AA	Assembled	130	194149	5484986	Escherichia coli / Shigella;99.15%	206	54791	4.1	ESC_GB6283AA_AS
ESC_PA1731AA	ERL082970	SRR7644901;ILLUMINA;Paired;;SRX4508108;SRA	Human	Human	Homo sapiens; human	2008				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765931	SRS3628042	2019-11-18	2019-08-01	ESC_PA1731AA	Assembled	215	146963	5437891	Escherichia coli / Shigella;99.24%	243	48489	4.1	ESC_GB6282AA_AS
ESC_PA1732AA	ERL083021	SRR7644902;ILLUMINA;Paired;;SRX4508107;SRA	Human	Human	Homo sapiens; human	2008				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765932	SRS3628040	2019-11-18	2019-08-01	ESC_PA1732AA	Assembled	202	179963	5370862	Escherichia coli / Shigella;100.0%	276	48729	4.1	ESC_GB6281AA_AS
ESC_PA1733AA	ERL08949	SRR7644903;ILLUMINA;Paired;;SRX4508106;SRA	Human	Human	Homo sapiens; human	2008				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765937	SRS3628039	2019-11-18	2019-08-01	ESC_PA1733AA	Assembled	217	151733	5461770	Escherichia coli / Shigella;100.0%	262	49877	4.1	ESC_GB6280AA_AS
ESC_PA1734AA	ERL08987	SRR7644904;ILLUMINA;Paired;;SRX4508105;SRA	Livestock	Bovine	Bos taurus; bovine	2008				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765938	SRS3628037	2019-11-18	2019-08-01	ESC_PA1734AA	Assembled	148	238360	5373885	Escherichia coli / Shigella;100.0%	212	34479	4.1	ESC_GB6279AA_AS
ESC_PA1735AA	ERL084313	SRR7644905;ILLUMINA;Paired;;SRX4508104;SRA	Human	Human	Homo sapiens; human	2008				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765935	SRS3628035	2019-11-18	2019-08-01	ESC_PA1735AA	Assembled	289	148408	5365226	Escherichia coli / Shigella;100.0%	249	67540	4.1	ESC_GB6278AA_AS
ESC_PA1736AA	ERL084331	SRR7644906;ILLUMINA;Paired;;SRX4508103;SRA	Livestock	Bovine	Bos taurus; bovine	2008				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765936	SRS3628038	2019-11-18	2019-08-01	ESC_PA1736AA	Assembled	133	238121	5374493	Escherichia coli / Shigella;100.0%	208	42703	4.1	ESC_GB6277AA_AS
ESC_PA1737AA	ERL043180	SRR7644907;ILLUMINA;Paired;;SRX4508102;SRA	Livestock	Bovine	Bos taurus; bovine	2004				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765879	SRS3628036	2019-11-18	2019-08-01	ESC_PA1737AA	Assembled	100	179758	5446361	Escherichia coli / Shigella;99.29%	267	30487	4.1	ESC_GB6276AA_AS
ESC_PA1738AA	ERL043193	SRR7644908;ILLUMINA;Paired;;SRX4508101;SRA	Livestock	Bovine	Bos taurus; bovine	2004				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765880	SRS3628034	2019-11-18	2019-08-01	ESC_PA1738AA	Assembled	200	152027	5398015	Escherichia coli / Shigella;99.16%	230	45777	4.1	ESC_GB6275AA_AS
ESC_PA1739AA	36ST1O157	SRR7644909;ILLUMINA;Paired;;SRX4508100;SRA	Livestock	Bovine	Bos taurus; bovine	2008				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765871	SRS3628033	2019-11-18	2019-08-01	ESC_PA1739AA	Assembled	165	160592	5484645	Escherichia coli / Shigella;99.3%	280	44326	4.1	ESC_GB6274AA_AS
ESC_PA1740AA	a220a	SRR7644910;ILLUMINA;Paired;;SRX4508099;SRA	Livestock	Bovine	Bos taurus; bovine	2011				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765872	SRS3628032	2019-11-18	2019-08-01	ESC_PA1740AA	Assembled	278	217504	5355993	Escherichia coli / Shigella;100.0%	258	67575	4.1	ESC_GB6273AA_AS
ESC_PA1741AA	E200a	SRR7644911;ILLUMINA;Paired;;SRX4508098;SRA	Livestock	Bovine	Bos taurus; bovine	2010				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765873	SRS3628099	2019-11-18	2019-08-01	ESC_PA1741AA	Assembled	180	184325	5449992	Escherichia coli / Shigella;99.18%	228	50616	4.1	ESC_GB6272AA_AS
ESC_PA1742AA	e46a	SRR7644912;ILLUMINA;Paired;;SRX4508097;SRA	Livestock	Bovine	Bos taurus; bovine	2010				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765874	SRS3628028	2019-11-18	2019-08-01	ESC_PA1742AA	Assembled	147	183601	5388612	Escherichia coli / Shigella;100.0%	234	40147	4.1	ESC_GB6271AA_AS
ESC_PA1743AA	ERL041335	SRR7644913;ILLUMINA;Paired;;SRX4508096;SRA	Human	Human	Homo sapiens; human	2004				Oceania	New Zealand					-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765875	SRS3628026	2019-11-18	2019-08-01	ESC_PA1743AA	Assembled	126	150169	5439336	Escherichia coli / Shigella;99.21%	250	48204	4.1	ESC_GB6270AA_AS
ESC_PA1744AA	ERL042149	SRR7644914;ILLUMINA;Paired;;SRX4508095;SRA	Livestock	Bovine	Bos taurus; bovine	2004				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765876	SRS3628031	2019-11-18	2019-08-01	ESC_PA1744AA	Assembled	132	151733	5375816	Escherichia coli / Shigella;99.25%	244	38819	4.1	ESC_GB6269AA_AS
ESC_PA1745AA	ERL042361	SRR7644915;ILLUMINA;Paired;;SRX4508094;SRA	Livestock	Bovine	Bos taurus; bovine	2004				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765877	SRS3628029	2019-11-18	2019-08-01	ESC_PA1745AA	Assembled	179	188191	5458225	Escherichia coli / Shigella;99.22%	246	97428	4.1	ESC_GB6268AA_AS
ESC_PA1746AA	ERL042635	SRR7644916;ILLUMINA;Paired;;SRX4508093;SRA	Livestock	Bovine	Bos taurus; bovine	2004				Oceania	New Zealand	Waikato	South Waikato District			-40.388	175.617	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765878	SRS3628030	2019-11-18	2019-08-01	ESC_PA1746AA	Assembled	167	150278	5541224	Escherichia coli / Shigella;98.55%	270	37302	4.1	ESC_GB6267AA_AS
ESC_PA1747AA	ERL101821	SRR7644917;ILLUMINA;Paired;;SRX4508092;SRA	Human	Human	Homo sapiens; human	2010				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765951	SRS3628027	2019-11-18	2019-08-01	ESC_PA1747AA	Assembled	165	236452	5458743	Escherichia coli / Shigella;99.22%	222	43096	4.1	ESC_GB6266AA_AS
ESC_PA1748AA	ERL10197	SRR7644918;ILLUMINA;Paired;;SRX4508091;SRA	Human	Human	Homo sapiens; human	2010				Oceania	New Zealand	Canterbury	Ashburton District			-43.53	172.616	AgResearch Limited	Escherichia coli		O157:H7						PRJNA483087	SRP156353		SAMN09765952	SRS3628024	2019-11-18	2019-08-01	ESC_PA1748AA	Assembled	288	184554	5360284	Escherichia coli / Shigella;100.0%	269	59481	4.1	ESC_GB6265AA_AS
