Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Assembly barcode	Version
ESC_JA7534AA		ERR2719285;ILLUMINA;Paired;382;ERX2733158;SRA,ERR3142641;ILLUMINA;Paired;446;ERX3171607;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040085	ERS1703978	2018-08-03	2018-08-01	ESC_JA7534AA	Assembled	71	282812	5277064	Escherichia coli / Shigella;100.0%	90	55529	ESC_UA6533AA_AS	4
ESC_JA7550AA		ERR2719269;ILLUMINA;Paired;432;ERX2733142;SRA,ERR3142631;ILLUMINA;Paired;451;ERX3171597;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040061	ERS1703954	2018-08-03	2018-08-01	ESC_JA7550AA	Assembled	69	352537	5177531	Escherichia coli / Shigella;100.0%	150	44180	ESC_UA6324AA_AS	4
ESC_JA7552AA		ERR2719267;ILLUMINA;Paired;434;ERX2733140;SRA,ERR3142630;ILLUMINA;Paired;435;ERX3171596;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040059	ERS1703952	2018-08-03	2018-08-01	ESC_JA7552AA	Assembled	73	360491	5066775	Escherichia coli / Shigella;100.0%	55	9718	ESC_UA6409AA_AS	4
ESC_JA7554AA		ERR2719265;ILLUMINA;Paired;446;ERX2733138;SRA,ERR3142491;ILLUMINA;Paired;498;ERX3171457;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040057	ERS1703950	2018-08-03	2018-08-01	ESC_JA7554AA	Assembled	74	356678	5071506	Escherichia coli / Shigella;100.0%	65	11814	ESC_UA6656AA_AS	4
ESC_JA7559AA		ERR2719260;ILLUMINA;Paired;440;ERX2733133;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040052	ERS1703945	2018-08-03	2018-08-01	ESC_JA7559AA	Assembled	71	360491	5068522	Escherichia coli / Shigella;100.0%	57	11384	ESC_UA6659AA_AS	4
ESC_JA7566AA		ERR2719253;ILLUMINA;Paired;473;ERX2733126;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040045	ERS1703938	2018-08-03	2018-08-01	ESC_JA7566AA	Assembled	60	458131	5160623	Escherichia coli / Shigella;100.0%	79	11991	ESC_UA5836AA_AS	4
ESC_JA7577AA		ERR3142623;ILLUMINA;Paired;461;ERX3171589;SRA,ERR2719242;ILLUMINA;Paired;443;ERX2733115;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040034	ERS1703927	2018-08-03	2018-08-01	ESC_JA7577AA	Assembled	64	458174	5166303	Escherichia coli / Shigella;100.0%	61	117315	ESC_UA6055AA_AS	4
ESC_JA7614AA		ERR2719205;ILLUMINA;Paired;422;ERX2733078;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104039997	ERS1703890	2018-08-03	2018-08-01	ESC_JA7614AA	Assembled	73	360441	5241000	Escherichia coli / Shigella;96.29%	57	9537	ESC_UA6279AA_AS	4
ESC_JA7619AA		ERR2719200;ILLUMINA;Paired;441;ERX2733073;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104039992	ERS1703885	2018-08-03	2018-08-01	ESC_JA7619AA	Assembled	77	356733	5076243	Escherichia coli / Shigella;100.0%	55	11715	ESC_UA5875AA_AS	4
ESC_JA7624AA		ERR2719195;ILLUMINA;Paired;409;ERX2733068;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104039987	ERS1703880	2018-08-03	2018-08-01	ESC_JA7624AA	Assembled	71	446052	5163316	Escherichia coli / Shigella;100.0%	48	14020	ESC_UA5864AA_AS	4
ESC_JA7674AA		ERR2719145;ILLUMINA;Paired;448;ERX2733018;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040370	ERS1704263	2018-08-03	2018-08-01	ESC_JA7674AA	Assembled	81	360534	5208329	Escherichia coli / Shigella;96.01%	60	122286	ESC_UA9844AA_AS	4
ESC_JA7696AA		ERR3142753;ILLUMINA;Paired;470;ERX3171719;SRA,ERR2719123;ILLUMINA;Paired;449;ERX2732996;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040347	ERS1704240	2018-08-03	2018-08-01	ESC_JA7696AA	Assembled	64	273376	5234105	Escherichia coli / Shigella;98.91%	133	25375	ESC_UA5967AA_AS	4
ESC_JA7701AA		ERR3142749;ILLUMINA;Paired;471;ERX3171715;SRA,ERR2719118;ILLUMINA;Paired;452;ERX2732991;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040342	ERS1704235	2018-08-03	2018-08-01	ESC_JA7701AA	Assembled	62	360220	5148976	Escherichia coli / Shigella;100.0%	54	11224	ESC_UA6123AA_AS	4
ESC_JA7705AA		ERR2719114;ILLUMINA;Paired;433;ERX2732987;SRA,ERR3142745;ILLUMINA;Paired;455;ERX3171711;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040338	ERS1704231	2018-08-03	2018-08-01	ESC_JA7705AA	Assembled	65	194490	5217504	Escherichia coli / Shigella;100.0%	124	120224	ESC_UA6127AA_AS	4
ESC_JA7736AA		ERR3142724;ILLUMINA;Paired;485;ERX3171690;SRA,ERR2719083;ILLUMINA;Paired;442;ERX2732956;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040307	ERS1704200	2018-08-03	2018-08-01	ESC_JA7736AA	Assembled	72	359998	5241276	Escherichia coli / Shigella;96.3%	55	9374	ESC_UA6377AA_AS	4
ESC_JA7737AA		ERR2719082;ILLUMINA;Paired;445;ERX2732955;SRA,ERR3142723;ILLUMINA;Paired;485;ERX3171689;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040306	ERS1704199	2018-08-03	2018-08-01	ESC_JA7737AA	Assembled	74	360441	5241875	Escherichia coli / Shigella;96.56%	61	8190	ESC_UA6376AA_AS	4
ESC_JA7738AA		ERR2719081;ILLUMINA;Paired;448;ERX2732954;SRA,ERR3142722;ILLUMINA;Paired;486;ERX3171688;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040305	ERS1704198	2018-08-03	2018-08-01	ESC_JA7738AA	Assembled	70	360099	5075171	Escherichia coli / Shigella;100.0%	52	12861	ESC_UA6524AA_AS	4
ESC_JA7750AA		ERR3142716;ILLUMINA;Paired;474;ERX3171682;SRA,ERR2719069;ILLUMINA;Paired;451;ERX2732942;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040293	ERS1704186	2018-08-03	2018-08-01	ESC_JA7750AA	Assembled	70	360197	5265368	Escherichia coli / Shigella;100.0%	76	98866	ESC_UA6256AA_AS	4
ESC_JA7752AA		ERR3142714;ILLUMINA;Paired;475;ERX3171680;SRA,ERR2719067;ILLUMINA;Paired;452;ERX2732940;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040291	ERS1704184	2018-08-03	2018-08-01	ESC_JA7752AA	Assembled	68	194110	5158854	Escherichia coli / Shigella;98.73%	131	221826	ESC_UA9841AA_AS	4
ESC_JA7753AA		ERR2719066;ILLUMINA;Paired;433;ERX2732939;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040290	ERS1704183	2018-08-03	2018-08-01	ESC_JA7753AA	Assembled	80	333927	4938536	Escherichia coli / Shigella;100.0%	63	34309	ESC_UA6638AA_AS	4
ESC_JA7762AA		ERR2719057;ILLUMINA;Paired;444;ERX2732930;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040280	ERS1704173	2018-08-03	2018-08-01	ESC_JA7762AA	Assembled	71	360225	5077081	Escherichia coli / Shigella;100.0%	61	12549	ESC_UA6117AA_AS	4
ESC_JA7777AA		ERR3142702;ILLUMINA;Paired;478;ERX3171668;SRA,ERR2719042;ILLUMINA;Paired;445;ERX2732915;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040265	ERS1704158	2018-08-03	2018-08-01	ESC_JA7777AA	Assembled	64	204007	5389409	Escherichia coli / Shigella;97.98%	141	132431	ESC_UA6410AA_AS	4
ESC_JA7797AA		ERR2719022;ILLUMINA;Paired;442;ERX2732895;SRA,ERR3142570;ILLUMINA;Paired;435;ERX3171536;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040245	ERS1704138	2018-08-03	2018-08-01	ESC_JA7797AA	Assembled	75	204007	5387970	Escherichia coli / Shigella;98.89%	127	31621	ESC_UA6157AA_AS	4
ESC_JA7806AA		ERR3142567;ILLUMINA;Paired;511;ERX3171533;SRA,ERR2719013;ILLUMINA;Paired;441;ERX2732886;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040236	ERS1704129	2018-08-03	2018-08-01	ESC_JA7806AA	Assembled	78	491773	4973974	Escherichia coli / Shigella;100.0%	36	10152	ESC_UA5988AA_AS	4
ESC_JA7834AA		ERR3142685;ILLUMINA;Paired;446;ERX3171651;SRA,ERR2718985;ILLUMINA;Paired;451;ERX2732858;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040222	ERS1704115	2018-08-03	2018-08-01	ESC_JA7834AA	Assembled	66	269065	5190362	Escherichia coli / Shigella;100.0%	85	29136	ESC_UA5876AA_AS	4
ESC_JA7842AA		ERR3142551;ILLUMINA;Paired;452;ERX3171517;SRA,ERR2718977;ILLUMINA;Paired;440;ERX2732850;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040199	ERS1704092	2018-08-03	2018-08-01	ESC_JA7842AA	Assembled	69	358367	5085345	Escherichia coli / Shigella;100.0%	90	22095	ESC_UA6483AA_AS	4
ESC_JA7844AA		ERR2718975;ILLUMINA;Paired;441;ERX2732848;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040197	ERS1704090	2018-08-03	2018-08-01	ESC_JA7844AA	Assembled	69	268764	5219977	Escherichia coli / Shigella;98.61%	114	21743	ESC_UA6485AA_AS	4
ESC_JA7845AA		ERR2718974;ILLUMINA;Paired;427;ERX2732847;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040196	ERS1704089	2018-08-03	2018-08-01	ESC_JA7845AA	Assembled	75	204006	5242830	Escherichia coli / Shigella;94.93%	91	17425	ESC_UA6486AA_AS	4
ESC_JA7848AA		ERR3142680;ILLUMINA;Paired;457;ERX3171646;SRA,ERR2718971;ILLUMINA;Paired;435;ERX2732844;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040193	ERS1704086	2018-08-03	2018-08-01	ESC_JA7848AA	Assembled	68	390767	5148593	Escherichia coli / Shigella;100.0%	50	8172	ESC_UA6489AA_AS	4
ESC_JA7849AA		ERR3142679;ILLUMINA;Paired;427;ERX3171645;SRA,ERR2718970;ILLUMINA;Paired;422;ERX2732843;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040192	ERS1704085	2018-08-03	2018-08-01	ESC_JA7849AA	Assembled	77	390767	5147631	Escherichia coli / Shigella;100.0%	47	7664	ESC_UA6490AA_AS	4
ESC_JA7857AA		ERR3142546;ILLUMINA;Paired;443;ERX3171512;SRA,ERR2718962;ILLUMINA;Paired;440;ERX2732835;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040184	ERS1704077	2018-08-03	2018-08-01	ESC_JA7857AA	Assembled	67	194492	5214825	Escherichia coli / Shigella;100.0%	113	29909	ESC_UA6251AA_AS	4
ESC_JA7860AA		ERR3142543;ILLUMINA;Paired;462;ERX3171509;SRA,ERR2718959;ILLUMINA;Paired;445;ERX2732832;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040181	ERS1704074	2018-08-03	2018-08-01	ESC_JA7860AA	Assembled	63	194491	5217426	Escherichia coli / Shigella;100.0%	129	33077	ESC_UA5986AA_AS	4
ESC_JA7913AA	E9867	traces-0jTENsd;ILLUMINA;Paired;;NA;Uploaded	Poultry	Poultry		2018				Europe	Finland							kape@food.dtu.dk	Escherichia coli													2018-08-07	2018-08-07	ESC_JA7913AA	Assembled	68	133101	5070039	Escherichia coli / Shigella;94.56%	158	59652	ESC_TA1476AA_AS	4
ESC_JA7919AA	E9875	traces-0SwiqTK;ILLUMINA;Paired;;NA;Uploaded	Poultry	Poultry		2018				Europe	Finland							kape@food.dtu.dk	Escherichia coli													2018-08-07	2018-08-07	ESC_JA7919AA	Assembled	70	132995	5105131	Escherichia coli / Shigella;98.36%	187	37500	ESC_TA1427AA_AS	4
ESC_JA8188AA	TUM18776	DRR148364;ILLUMINA;Paired;500;DRX139115;SRA	Human	Human	Homo sapiens	2017	4	18										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126601	DRS074344	2018-08-14	2018-08-14	ESC_JA8188AA	Assembled	83	241105	5168927	Escherichia coli / Shigella;100.0%	120	38178	ESC_TA2022AA_AS	4
ESC_JA8200AA	TUM18764	DRR148352;ILLUMINA;Paired;500;DRX139103;SRA	Human	Human	Homo sapiens	2017	3	31										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126589	DRS074332	2018-08-14	2018-08-14	ESC_JA8200AA	Assembled	72	268775	5141534	Escherichia coli / Shigella;100.0%	82	12763	ESC_TA2010AA_AS	4
ESC_JA8209AA	TUM18755	DRR148343;ILLUMINA;Paired;500;DRX139094;SRA	Human	Human	Homo sapiens	2017	3	28										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126580	DRS074323	2018-08-14	2018-08-14	ESC_JA8209AA	Assembled	79	128617	5288303	Escherichia coli / Shigella;98.16%	162	64930	ESC_TA2001AA_AS	4
ESC_JA8212AA	TUM18752	DRR148340;ILLUMINA;Paired;500;DRX139091;SRA	Human	Human	Homo sapiens	2017	3	24										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126577	DRS074320	2018-08-14	2018-08-14	ESC_JA8212AA	Assembled	83	240685	5202211	Escherichia coli / Shigella;98.94%	135	10160	ESC_TA1998AA_AS	4
ESC_JA8218AA	TUM18746	DRR148334;ILLUMINA;Paired;500;DRX139085;SRA	Human	Human	Homo sapiens	2017	3	22										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126571	DRS074314	2018-08-14	2018-08-14	ESC_JA8218AA	Assembled	73	242522	5193883	Escherichia coli / Shigella;100.0%	141	22430	ESC_TA1992AA_AS	4
ESC_JA8229AA	TUM18735	DRR148323;ILLUMINA;Paired;500;DRX139074;SRA	Human	Human	Homo sapiens	2017	3	14										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126560	DRS074303	2018-08-14	2018-08-14	ESC_JA8229AA	Assembled	72	186420	5159949	Escherichia coli / Shigella;100.0%	111	31353	ESC_TA1981AA_AS	4
ESC_JA8234AA	TUM18730	DRR148318;ILLUMINA;Paired;500;DRX139069;SRA	Human	Human	Homo sapiens	2017	2	24										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126555	DRS074298	2018-08-14	2018-08-14	ESC_JA8234AA	Assembled	89	180306	5386314	Escherichia coli / Shigella;98.63%	139	22484	ESC_TA1976AA_AS	4
ESC_JA8239AA	TUM18725	DRR148313;ILLUMINA;Paired;500;DRX139064;SRA	Human	Human	Homo sapiens	2017	2	16										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126550	DRS074293	2018-08-14	2018-08-14	ESC_JA8239AA	Assembled	73	232005	5143711	Escherichia coli / Shigella;98.18%	85	33064	ESC_TA1971AA_AS	4
ESC_JA8248AA	TUM18716	DRR148304;ILLUMINA;Paired;500;DRX139055;SRA	Human	Human	Homo sapiens	2017	2	7										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126541	DRS074284	2018-08-14	2018-08-14	ESC_JA8248AA	Assembled	89	410774	5057573	Escherichia coli / Shigella;100.0%	73	30657	ESC_TA1962AA_AS	4
ESC_JA8261AA	TUM18703	DRR148291;ILLUMINA;Paired;500;DRX139042;SRA	Human	Human	Homo sapiens	2017	1	24										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126528	DRS074271	2018-08-14	2018-08-14	ESC_JA8261AA	Assembled	91	130362	5281721	Escherichia coli / Shigella;100.0%	144	45676	ESC_TA1949AA_AS	4
ESC_JA8264AA	TUM18700	DRR148288;ILLUMINA;Paired;500;DRX139039;SRA	Human	Human	Homo sapiens	2017	1	24										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126525	DRS074268	2018-08-14	2018-08-14	ESC_JA8264AA	Assembled	105	201120	5224679	Escherichia coli / Shigella;100.0%	144	26597	ESC_TA1946AA_AS	4
ESC_JA8279AA	TUM18685	DRR148273;ILLUMINA;Paired;500;DRX139024;SRA	Human	Human	Homo sapiens	2016	12	27										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126510	DRS074253	2018-08-14	2018-08-14	ESC_JA8279AA	Assembled	107	114513	5318676	Escherichia coli / Shigella;98.09%	166	42198	ESC_TA1931AA_AS	4
ESC_JA8284AA	TUM18680	DRR148268;ILLUMINA;Paired;500;DRX139019;SRA	Human	Human	Homo sapiens	2016	12	14										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126505	DRS074248	2018-08-14	2018-08-14	ESC_JA8284AA	Assembled	103	268770	5167667	Escherichia coli / Shigella;97.1%	97	46295	ESC_TA1926AA_AS	4
ESC_JA8289AA	TUM18675	DRR148263;ILLUMINA;Paired;500;DRX139014;SRA	Human	Human	Homo sapiens	2016	12	9										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126500	DRS074243	2018-08-14	2018-08-14	ESC_JA8289AA	Assembled	117	277183	5208630	Escherichia coli / Shigella;100.0%	93	26534	ESC_TA1921AA_AS	4
ESC_JA8291AA	TUM18673	DRR148261;ILLUMINA;Paired;500;DRX139012;SRA	Human	Human	Homo sapiens	2016	11	28										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126498	DRS074241	2018-08-14	2018-08-14	ESC_JA8291AA	Assembled	85	112953	5138753	Escherichia coli / Shigella;97.26%	121	54065	ESC_TA1919AA_AS	4
ESC_JA8296AA	TUM18668	DRR148256;ILLUMINA;Paired;500;DRX139007;SRA	Human	Human	Homo sapiens	2016	11	4										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126493	DRS074236	2018-08-14	2018-08-14	ESC_JA8296AA	Assembled	88	244571	4999327	Escherichia coli / Shigella;100.0%	97	19225	ESC_TA1914AA_AS	4
ESC_JA8297AA	TUM18667	DRR148255;ILLUMINA;Paired;500;DRX139006;SRA	Human	Human	Homo sapiens	2016	10	24										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126492	DRS074235	2018-08-14	2018-08-14	ESC_JA8297AA	Assembled	90	139980	5262086	Escherichia coli / Shigella;98.12%	157	26779	ESC_TA1913AA_AS	4
ESC_JA8302AA	TUM18662	DRR148250;ILLUMINA;Paired;500;DRX139001;SRA	Human	Human	Homo sapiens	2016	10	21										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126487	DRS074230	2018-08-14	2018-08-14	ESC_JA8302AA	Assembled	99	173879	5163336	Escherichia coli / Shigella;99.01%	151	37467	ESC_TA1908AA_AS	4
ESC_JA8304AA	TUM18660	DRR148248;ILLUMINA;Paired;500;DRX138999;SRA	Human	Human	Homo sapiens	2016	10	21										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126485	DRS074228	2018-08-14	2018-08-14	ESC_JA8304AA	Assembled	102	133116	5153389	Escherichia coli / Shigella;99.03%	158	47170	ESC_TA1906AA_AS	4
ESC_JA8321AA	TUM18643	DRR148231;ILLUMINA;Paired;500;DRX138982;SRA	Human	Human	Homo sapiens	2016	5	24										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126468	DRS074211	2018-08-14	2018-08-14	ESC_JA8321AA	Assembled	93	195437	5154572	Escherichia coli / Shigella;100.0%	92	31392	ESC_TA1889AA_AS	4
ESC_JA8339AA	TUM18625	DRR148213;ILLUMINA;Paired;500;DRX138964;SRA	Human	Human	Homo sapiens	2017	3	31										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126450	DRS074193	2018-08-14	2018-08-14	ESC_JA8339AA	Assembled	56	204005	5225849	Escherichia coli / Shigella;97.71%	204	40262	ESC_TA1871AA_AS	4
ESC_JA8349AA	TUM18615	DRR148203;ILLUMINA;Paired;500;DRX138954;SRA	Human	Human	Homo sapiens	2017	3	24										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126440	DRS074183	2018-08-14	2018-08-14	ESC_JA8349AA	Assembled	42	263046	5456075	Escherichia coli / Shigella;94.82%	213	18015	ESC_TA1861AA_AS	4
ESC_JA8354AA	TUM18610	DRR148198;ILLUMINA;Paired;500;DRX138949;SRA	Human	Human	Homo sapiens	2017	3	24										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126435	DRS074178	2018-08-14	2018-08-14	ESC_JA8354AA	Assembled	85	130745	5317036	Escherichia coli / Shigella;97.82%	260	71601	ESC_TA1856AA_AS	4
ESC_JA8415AA	TUM18549	DRR148137;ILLUMINA;Paired;500;DRX138888;SRA	Human	Human	Homo sapiens	2016	9	12										TUM-MID	Escherichia coli								PRJDB7087	DRP004406		SAMD00126374	DRS074117	2018-08-14	2018-08-14	ESC_JA8415AA	Assembled	78	282273	5119821	Escherichia coli / Shigella;97.43%	81	8358	ESC_TA1768AA_AS	4
ESC_JA8518AA	95917	traces-0sHuGdq;ILLUMINA;Paired;;NA;Uploaded				2014												B. Nagy, Veterinary Medical Research Institute, Budapest	Escherichia coli													2018-08-20	2019-02-22	ESC_JA8518AA	Assembled	172	75735	5020283	Escherichia coli / Shigella;99.3%	226	86728	ESC_TA2103AA_AS	4
ESC_JA8574AA	414ESBA	SRR7724574;ILLUMINA;Paired;;SRX4581342;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; ESBA	2017				Oceania	Australia	New South Wales						Murdoch University	Escherichia coli		O50/O2:H7						PRJNA486855	SRP158447		SAMN09866863	SRS3695668	2018-08-21	2018-08-20	ESC_JA8574AA	Assembled	43	256052	5132172	Escherichia coli / Shigella;100.0%	104	33716	ESC_TA2436AA_AS	4
ESC_JA8645AA	432CREB	SRR7724645;ILLUMINA;Paired;;SRX4581271;SRA	Wild Animal	Avian	Seagull; Chroicocephalus; CREB	2017				Oceania	Australia	South Australia						Murdoch University	Escherichia coli		O2:H4						PRJNA486855	SRP158447		SAMN09866879	SRS3695598	2018-08-21	2018-08-20	ESC_JA8645AA	Assembled	66	141825	5181243	Escherichia coli / Shigella;98.33%	227	45399	ESC_TA2365AA_AS	4
ESC_JA8872AA	ST_Warwick 95 / ST_Pasteur 1	ERR2750893;ILLUMINA;Paired;300;ERX2763947;SRA	Human	Human	Homo sapiens; Blood product	2011				Europe	France							Hopital Henri Mondor APHP	Escherichia coli		O1:H7						PRJEB28300	ERP110487		SAMEA4848523	ERS2668375	2018-08-23	2018-08-22	ESC_JA8872AA	Assembled	142	233360	5139534	Escherichia coli / Shigella;98.86%	130	32542	ESC_TA2839AA_AS	4
ESC_JA9747AA		ERR2759670;ILLUMINA;Paired;423;ERX2772663;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104147111	ERS1806129	2018-08-29	2018-08-29	ESC_JA9747AA	Assembled	54	360079	5274571	Escherichia coli / Shigella;100.0%	83	18173	ESC_TA4083AA_AS	4
ESC_JA9760AA		ERR2759657;ILLUMINA;Paired;421;ERX2772650;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104147096	ERS1806114	2018-08-29	2018-08-29	ESC_JA9760AA	Assembled	50	334178	4935696	Escherichia coli / Shigella;100.0%	60	33704	ESC_TA4070AA_AS	4
ESC_KA0150AA	722-050914-2-12 salp EC	traces-0NAfvrA;ILLUMINA;Paired;;NA;Uploaded	Poultry	Poultry														IVS, University of Copenhagen	Escherichia coli				Pathogen									2018-09-13	2019-03-18	ESC_KA0150AA	Assembled	71	302576	5271589	Escherichia coli / Shigella;95.37%	90	20442	ESC_TA6695AA_AS	4
ESC_KA0474AA		SRR7828669;ILLUMINA;Paired;;SRX4679781;SRA	Human	Human	Homo sapiens; Age: 64; female; Blood; blood	2017				Oceania	Australia							University of Queensland	Escherichia coli								PRJNA398288	SRP115500		SAMN10058899	SRS3773534	2018-09-14	2018-09-13	ESC_KA0474AA	Assembled	66	58214	5287146	Escherichia coli / Shigella;97.07%	291	127204	ESC_TA7276AA_AS	4
ESC_KA0580AA		SRR7828787;ILLUMINA;Paired;;SRX4679663;SRA	Human	Human	Homo sapiens; Age: 50; male; Blood; blood	2015				Asia	Singapore							University of Queensland	Escherichia coli								PRJNA398288	SRP115500		SAMN10058919	SRS3773414	2018-09-14	2018-09-13	ESC_KA0580AA	Assembled	129	175976	5312015	Escherichia coli / Shigella;90.35%	144	30879	ESC_TA7169AA_AS	4
ESC_KA0602AA		SRR7828815;ILLUMINA;Paired;;SRX4679635;SRA	Human	Human	Homo sapiens; Age: 73; female; Blood; blood	2015				Asia	Singapore							University of Queensland	Escherichia coli								PRJNA398288	SRP115500		SAMN10058956	SRS3773386	2018-09-14	2018-09-13	ESC_KA0602AA	Assembled	80	140311	5406231	Escherichia coli / Shigella;94.06%	238	44462	ESC_TA7147AA_AS	4
ESC_KA0617AA		SRR7828831;ILLUMINA;Paired;;SRX4679619;SRA	Human	Human	Homo sapiens; Age: 63; female; Blood; blood	2015				Oceania	Australia							University of Queensland	Escherichia coli								PRJNA398288	SRP115500		SAMN10058931	SRS3773370	2018-09-14	2018-09-13	ESC_KA0617AA	Assembled	57	52244	5252929	Escherichia coli / Shigella;100.0%	257	55797	ESC_TA7132AA_AS	4
ESC_KA1151AA	722-060714-2-1 salp EC	traces-0YZCAZZ;ILLUMINA;Paired;;NA;Uploaded				2014				Europe	Denmark							IVS, University of Copenhagen	Escherichia coli				Pathogen									2018-09-17	2019-03-22	ESC_KA1151AA	Assembled	55	338005	5264321	Escherichia coli / Shigella;93.35%	82	21025	ESC_TA7801AA_AS	4
ESC_KA1176AA	572173	SRR7850220;ILLUMINA;Paired;;SRX4700979;SRA	Human	Human	Homo sapiens; human	2018	7			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia Coli						PRJNA315192	SRP071789		SAMN10075721	SRS3787306	2018-09-17	2018-09-17	ESC_KA1176AA	Assembled	91	213452	5072195	Escherichia coli / Shigella;98.39%	114	26250	ESC_TA8195AA_AS	4
