Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly barcode
ESC_QA8954AA	EC-V-FC118-24MAR16-0844J	SRR11445006;ILLUMINA;Paired;;SRX8022840;SRA	Livestock	Bovine	Cattle feces; cattle	2016				North America	Canada	Alberta		Calgary				National Microbiology Laboratory	Escherichia coli								PRJNA556083	SRP254425		SAMN14465468	SRS6395581	2020-03-31	2020-03-29	ESC_QA8954AA	Assembled	213	111011	4915710	Escherichia coli / Shigella;88.6%	95	51104	4.1	ESC_KB0961AA_AS
ESC_QA8966AA	EC-V-FC099-24MAR16-0842J	SRR11445018;ILLUMINA;Paired;;SRX8022828;SRA	Livestock	Bovine	Cattle feces; cattle	2016				North America	Canada	Alberta		Calgary				National Microbiology Laboratory	Escherichia coli								PRJNA556083	SRP254425		SAMN14465470	SRS6395569	2020-03-31	2020-03-29	ESC_QA8966AA	Assembled	214	133916	5034348	Escherichia coli / Shigella;96.16%	238	69017	4.1	ESC_KB0949AA_AS
ESC_QA8968AA	EC-V-CB001-26MAY14-0011I	SRR11445020;ILLUMINA;Paired;;SRX8022826;SRA	Environment	Water/River	Catch Basin	2014				North America	Canada	Alberta		Calgary				National Microbiology Laboratory	Escherichia coli								PRJNA556083	SRP254425		SAMN14465512	SRS6395567	2020-03-31	2020-03-29	ESC_QA8968AA	Assembled	242	91581	5013526	Escherichia coli / Shigella;95.5%	199	94826	4.1	ESC_KB0947AA_AS
ESC_QA8972AA	EC-N-FC137-08DEC15-0715J	SRR11444994;ILLUMINA;Paired;;SRX8022817;SRA	Livestock	Bovine	Cattle feces; cattle	2015				North America	Canada	Alberta		Calgary				National Microbiology Laboratory	Escherichia coli								PRJNA556083	SRP254425		SAMN14465486	SRS6395558	2020-03-31	2020-03-29	ESC_QA8972AA	Assembled	235	305751	4787528	Escherichia coli / Shigella;87.5%	86	38178	4.1	ESC_KB0943AA_AS
ESC_QA8974AA	EC-N-FC039-26OCT15-0648J	SRR11444996;ILLUMINA;Paired;;SRX8022815;SRA	Livestock	Bovine	Cattle feces; cattle	2015				North America	Canada	Alberta		Calgary				National Microbiology Laboratory	Escherichia coli								PRJNA556083	SRP254425		SAMN14465494	SRS6395556	2020-03-31	2020-03-29	ESC_QA8974AA	Assembled	135	390254	4787046	Escherichia coli / Shigella;88.01%	70	21415	4.1	ESC_KB0941AA_AS
ESC_QA8975AA	EC-N-FC134-24FEB15-0379J	SRR11444997;ILLUMINA;Paired;;SRX8022814;SRA	Livestock	Bovine	Cattle feces; cattle	2015				North America	Canada	Alberta		Calgary				National Microbiology Laboratory	Escherichia coli								PRJNA556083	SRP254425		SAMN14465487	SRS6395555	2020-03-31	2020-03-29	ESC_QA8975AA	Assembled	238	268694	4784140	Escherichia coli / Shigella;85.47%	71	22742	4.1	ESC_KB0940AA_AS
ESC_QA9011AA	EC-A-FC205-23FEB16-0799J	SRR11444762;ILLUMINA;Paired;;SRX8022589;SRA	Livestock	Bovine	Cattle feces; cattle	2016				North America	Canada	Alberta		Calgary				National Microbiology Laboratory	Escherichia coli								PRJNA556083	SRP254425		SAMN14465504	SRS6395330	2020-03-31	2020-03-29	ESC_QA9011AA	Assembled	213	105436	4875001	Escherichia coli / Shigella;90.19%	131	45340	4.1	ESC_KB1109AA_AS
ESC_QA9012AA	EC-A-FC606-19APR16-0865J	SRR11444763;ILLUMINA;Paired;;SRX8022588;SRA	Livestock	Bovine	Cattle feces; cattle	2016				North America	Canada	Alberta		Calgary				National Microbiology Laboratory	Escherichia coli								PRJNA556083	SRP254425		SAMN14465496	SRS6395329	2020-03-31	2020-03-29	ESC_QA9012AA	Assembled	275	91455	4940325	Escherichia coli / Shigella;89.99%	167	69486	4.1	ESC_KB0903AA_AS
ESC_QA9014AA	EC-A-FC606-10AUG15-0577J	SRR11444765;ILLUMINA;Paired;;SRX8022586;SRA	Livestock	Bovine	Cattle feces; cattle	2015				North America	Canada	Alberta		Calgary				National Microbiology Laboratory	Escherichia coli								PRJNA556083	SRP254425		SAMN14465497	SRS6395327	2020-03-31	2020-03-29	ESC_QA9014AA	Assembled	244	140560	4920804	Escherichia coli / Shigella;93.41%	120	60052	4.1	ESC_KB0901AA_AS
ESC_QA9021AA	SWECR-0166	SRR11444624;ILLUMINA;Paired;;SRX8022467;SRA	Environment	Water/River	Catch Basin	2015				North America	Canada	Alberta		Calgary				National Microbiology Laboratory	Escherichia coli								PRJNA556083	SRP254425		SAMN14465515	SRS6395316	2020-03-31	2020-03-29	ESC_QA9021AA	Assembled	180	389683	4778421	Escherichia coli / Shigella;84.21%	51	15921	4.1	ESC_KB0894AA_AS
ESC_QA9023AA	SWECR_0180	SRR11444626;ILLUMINA;Paired;;SRX8022465;SRA	Environment	Water/River	Catch Basin	2015				North America	Canada	Alberta		Calgary				National Microbiology Laboratory	Escherichia coli								PRJNA556083	SRP254425		SAMN14465520	SRS6395314	2020-03-31	2020-03-29	ESC_QA9023AA	Assembled	184	237619	4929703	Escherichia coli / Shigella;89.05%	100	11826	4.1	ESC_KB1026AA_AS
ESC_QA9030AA	SWECR-0160	SRR11444633;ILLUMINA;Paired;;SRX8022458;SRA	Environment	Water/River	Catch Basin	2015				North America	Canada	Alberta		Calgary				National Microbiology Laboratory	Escherichia coli								PRJNA556083	SRP254425		SAMN14465541	SRS6395307	2020-03-31	2020-03-29	ESC_QA9030AA	Assembled	233	210587	4779843	Escherichia coli / Shigella;89.19%	94	43172	4.1	ESC_KB0885AA_AS
ESC_QA9032AA	SWECR-0162	SRR11444635;ILLUMINA;Paired;;SRX8022456;SRA	Environment	Water/River	Catch Basin	2015				North America	Canada	Alberta		Calgary				National Microbiology Laboratory	Escherichia coli								PRJNA556083	SRP254425		SAMN14465517	SRS6395305	2020-03-31	2020-03-29	ESC_QA9032AA	Assembled	323	295441	4881731	Escherichia coli / Shigella;88.88%	81	31904	4.1	ESC_KB0883AA_AS
ESC_QA9040AA	SWECR_0112	SRR11444643;ILLUMINA;Paired;;SRX8022448;SRA	Environment	Water/River	Catch Basin	2014				North America	Canada	Alberta		Calgary				National Microbiology Laboratory	Escherichia coli								PRJNA556083	SRP254425		SAMN14465528	SRS6395297	2020-03-31	2020-03-29	ESC_QA9040AA	Assembled	238	100988	4868122	Escherichia coli / Shigella;94.61%	121	25344	4.1	ESC_KB1016AA_AS
ESC_RA3821AA	N19-01392	SRR11700217;ILLUMINA;Paired;;SRX8259672;SRA	Human	Human	Homo sapiens; Age: 63; female; blood	2017	9	2		North America	Canada	Alberta						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731844	SRS6601663	2020-05-08	2020-05-06	ESC_RA3821AA	Assembled	135	131202	4923393	Escherichia coli / Shigella;93.94%	120	27427	4.1	ESC_LB3398AA_AS
ESC_RA6816AA	N18-04636	SRR12072618;ILLUMINA;Paired;;SRX8600199;SRA	Human	Human	Homo sapiens; rectal swab	2013	9	22		North America	Canada	Ontario	Toronto			43.65	-79.38	National Microbiology Laboratory	Escherichia coli								PRJNA640134	SRP268381		SAMN15315371	SRS6890654	2020-06-23	2020-06-23	ESC_RA6816AA	Assembled	175	207585	4959665	Escherichia coli / Shigella;91.8%	78	15883	4.1	ESC_LB9221AA_AS
ESC_RA7276AA	MOD1-EC1223	GCF_002461775;Contig;;;;Contig	Human	Human	Homo sapiens; feces	2003				North America	Canada							FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA224116			SAMN05591693		2020-06-26	2017-10-05	ESC_RA7276AA	Assembled	1	95689	4921077		156	0	NaN	ESC_LB8807AA_AS
ESC_SA3190AA	ECOL-19-VL-ON-SK-0009	SRR12744072;ILLUMINA;Paired;;SRX9216534;SRA	Companion Animal	Canine	Urine (Canis lupus familiaris)	2019	3			North America	Canada	Saskatchewan						Animal Health Laboratory UofG submission group	Escherichia coli								PRJNA503851	SRP265469		SAMN16129767	SRS7450433	2020-09-30	2020-09-29	ESC_SA3190AA	Assembled	106	47415	5221799	Escherichia coli / Shigella;97.18%	358	115458	4.1	ESC_NB4137AA_AS
ESC_SA4973AA	154AHL.1	SRR10834217;ILLUMINA;Paired;;SRX7506270;SRA	Poultry	Poultry	Turkey	2016				North America	Canada							University of Guelph	Escherichia coli							Collection year is ambiguous - 2016/2017	PRJNA596173	SRP239572		SAMN13613892	SRS5946718	2020-10-01	2020-07-09	ESC_SA4973AA	Assembled	280	117737	4898804	Escherichia coli / Shigella;92.16%	138	40814	4.1	ESC_NB5915AA_AS
ESC_SA4974AA	176.1	SRR10834218;ILLUMINA;Paired;;SRX7506269;SRA	Poultry	Poultry	turkey; feces	2016				North America	Canada							University of Guelph	Escherichia coli							Collection year is ambiguous - 2016/2017	PRJNA596173	SRP239572		SAMN13613891	SRS5946717	2020-10-01	2020-07-09	ESC_SA4974AA	Assembled	133	100831	4800878	Escherichia coli / Shigella;96.24%	137	45131	4.1	ESC_NB5914AA_AS
ESC_SA4975AA	101.3	SRR10834219;ILLUMINA;Paired;;SRX7506268;SRA	Poultry	Poultry	Turkey	2016				North America	Canada							University of Guelph	Escherichia coli							Collection year is ambiguous - 2016/2017	PRJNA596173	SRP239572		SAMN13613890	SRS5946960	2020-10-01	2020-07-09	ESC_SA4975AA	Assembled	76	72125	4773885	Escherichia coli / Shigella;95.85%	162	66398	4.1	ESC_NB5913AA_AS
ESC_SA4984AA	34.1	SRR10834228;ILLUMINA;Paired;;SRX7506259;SRA	Poultry	Poultry	Turkey	2016				North America	Canada							University of Guelph	Escherichia coli							Collection year is ambiguous - 2016/2017	PRJNA596173	SRP239572		SAMN13613896	SRS5946957	2020-10-01	2020-07-09	ESC_SA4984AA	Assembled	120	204750	4877288	Escherichia coli / Shigella;93.75%	100	59890	4.1	ESC_NB5904AA_AS
ESC_SA5212AA	BM21 pRts1	SRR10247064;ILLUMINA;Paired;;SRX6965616;SRA	Human	Human	Homo sapiens	2018				North America	Canada	Quebec		Sherbrooke				Universite de Sherbrooke	Escherichia coli								PRJNA576482	SRP224804		SAMN12995053	SRS5491412	2020-10-01	2020-08-31	ESC_SA5212AA	Assembled	87	105584	4676786	Escherichia coli / Shigella;97.75%	103	132895	4.1	ESC_NB5675AA_AS
ESC_SA5214AA	BM21 pIP69	SRR10247066;ILLUMINA;Paired;;SRX6965614;SRA	Human	Human	Homo sapiens	2018				North America	Canada	Quebec		Sherbrooke				Universite de Sherbrooke	Escherichia coli								PRJNA576482	SRP224804		SAMN12995051	SRS5491410	2020-10-01	2020-08-31	ESC_SA5214AA	Assembled	61	97761	4660342	Escherichia coli / Shigella;92.09%	113	13400	4.1	ESC_NB5673AA_AS
ESC_SA5215AA	BM21 R64	SRR10247067;ILLUMINA;Paired;;SRX6965613;SRA	Human	Human	Homo sapiens	2018				North America	Canada	Quebec		Sherbrooke				Universite de Sherbrooke	Escherichia coli								PRJNA576482	SRP224804		SAMN12995050	SRS5491409	2020-10-01	2020-08-31	ESC_SA5215AA	Assembled	121	107967	4710367	Escherichia coli / Shigella;94.85%	117	17547	4.1	ESC_NB5672AA_AS
ESC_SA5216AA	BM21 TP123	SRR10247068;ILLUMINA;Paired;;SRX6965612;SRA	Human	Human	Homo sapiens	2018				North America	Canada	Quebec		Sherbrooke				Universite de Sherbrooke	Escherichia coli								PRJNA576482	SRP224804		SAMN12995049	SRS5491408	2020-10-01	2020-08-31	ESC_SA5216AA	Assembled	92	100356	4763850	Escherichia coli / Shigella;95.37%	127	15477	4.1	ESC_NB5671AA_AS
ESC_SA5217AA	BM21 R1	SRR10247069;ILLUMINA;Paired;;SRX6965611;SRA	Human	Human	Homo sapiens	2018				North America	Canada	Quebec		Sherbrooke				Universite de Sherbrooke	Escherichia coli								PRJNA576482	SRP224804		SAMN12995048	SRS5491407	2020-10-01	2020-08-31	ESC_SA5217AA	Assembled	99	88854	4634332	Escherichia coli / Shigella;96.16%	119	14996	4.1	ESC_NB5670AA_AS
ESC_SA5218AA	BM21 RIP71a	SRR10247070;ILLUMINA;Paired;;SRX6965610;SRA	Human	Human	Homo sapiens	2018				North America	Canada	Quebec		Sherbrooke				Universite de Sherbrooke	Escherichia coli								PRJNA576482	SRP224804		SAMN12995047	SRS5491406	2020-10-01	2020-08-31	ESC_SA5218AA	Assembled	99	112418	4674474	Escherichia coli / Shigella;94.9%	115	14574	4.1	ESC_NB5669AA_AS
ESC_SA5220AA	MG1655 pOX38	SRR10247072;ILLUMINA;Paired;;SRX6965608;SRA	Human	Human	Homo sapiens	2015				North America	Canada	Quebec		Sherbrooke				Universite de Sherbrooke	Escherichia coli								PRJNA576482	SRP224804		SAMN12995046	SRS5491404	2020-10-01	2020-08-31	ESC_SA5220AA	Assembled	47	66544	4646790	Escherichia coli / Shigella;97.72%	160	86621	4.1	ESC_NB5667AA_AS
ESC_SA5221AA	BM21 pIP72	SRR10247073;ILLUMINA;Paired;;SRX6965607;SRA	Human	Human	Homo sapiens	2018				North America	Canada	Quebec		Sherbrooke				Universite de Sherbrooke	Escherichia coli								PRJNA576482	SRP224804		SAMN12995045	SRS5491403	2020-10-01	2020-08-31	ESC_SA5221AA	Assembled	76	105969	4681938	Escherichia coli / Shigella;97.83%	115	13220	4.1	ESC_NB5666AA_AS
ESC_SA8349AA	EC20150350	SRR12852084;ILLUMINA;Paired;;SRX9319234;SRA	Environment	Environment	Environment	2015	1	1		North America	Canada							National Microbiology Laboratory at Guelph	Escherichia coli		O2:H32						PRJNA670237	SRP287862		SAMN16490258	SRS7544043	2020-10-21	2020-10-20	ESC_SA8349AA	Assembled	205	80514	5154792	Escherichia coli / Shigella;94.3%	244	33844	4.1	ESC_OB1685AA_AS
ESC_SA8401AA	EC20170222	SRR12852136;ILLUMINA;Paired;;SRX9319182;SRA	Environment	Environment	Environment	2017	1	1		North America	Canada							National Microbiology Laboratory at Guelph	Escherichia coli		O2:H32						PRJNA670237	SRP287862		SAMN16490269	SRS7543991	2020-10-21	2020-10-20	ESC_SA8401AA	Assembled	144	83689	4941048	Escherichia coli / Shigella;97.08%	193	32239	4.1	ESC_OB1633AA_AS
ESC_SA8418AA	EC20140159	SRR12852153;ILLUMINA;Paired;;SRX9319165;SRA	Environment	Environment	Environment	2014	1	16		North America	Canada							National Microbiology Laboratory at Guelph	Escherichia coli		O113:H4						PRJNA670237	SRP287862		SAMN16490111	SRS7543974	2020-10-21	2020-10-20	ESC_SA8418AA	Assembled	133	117796	4912429	Escherichia coli / Shigella;100.0%	186	20641	4.1	ESC_OB1616AA_AS
ESC_SA8421AA	EC20160010	SRR12852156;ILLUMINA;Paired;;SRX9319162;SRA	Environment	Environment	Environment	2016	1	1		North America	Canada							National Microbiology Laboratory at Guelph	Escherichia coli		O26:H32						PRJNA670237	SRP287862		SAMN16490171	SRS7543971	2020-10-21	2020-10-20	ESC_SA8421AA	Assembled	139	162865	4812579	Escherichia coli / Shigella;98.28%	75	18459	4.1	ESC_OB1613AA_AS
ESC_SA8475AA	EC20151708	SRR12852210;ILLUMINA;Paired;;SRX9319108;SRA	Environment	Environment	Environment	2015	1	1		North America	Canada							National Microbiology Laboratory at Guelph	Escherichia coli		O157:H12						PRJNA670237	SRP287862		SAMN16490145	SRS7543916	2020-10-21	2020-10-20	ESC_SA8475AA	Assembled	151	165597	4843588	Escherichia coli / Shigella;89.86%	97	13100	4.1	ESC_OB1559AA_AS
ESC_SA8497AA	EC20141068	SRR12852232;ILLUMINA;Paired;;SRX9319086;SRA	Environment	Environment	Environment	2014	1	20		North America	Canada							National Microbiology Laboratory at Guelph	Escherichia coli		O113:H4						PRJNA670237	SRP287862		SAMN16490125	SRS7543895	2020-10-21	2020-10-20	ESC_SA8497AA	Assembled	159	88511	5034404	Escherichia coli / Shigella;97.67%	256	36406	4.1	ESC_OB1537AA_AS
ESC_SA8531AA	EC20140174	SRR12852266;ILLUMINA;Paired;;SRX9319052;SRA	Environment	Environment	Environment	2014	1	1		North America	Canada							National Microbiology Laboratory at Guelph	Escherichia coli		O160:H12						PRJNA670237	SRP287862		SAMN16490114	SRS7543861	2020-10-21	2020-10-20	ESC_SA8531AA	Assembled	28	27389	5156009	Escherichia coli / Shigella;98.51%	377	71364	4.1	ESC_OB1503AA_AS
ESC_TA6297AA	21415616	SRR11307962;ILLUMINA;Paired;;SRX7913212;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2008	7	26		North America	Canada	Ontario						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379634	SRS6320120	2021-01-01	2020-12-16	ESC_TA6297AA	Assembled	65	119506	4905143	Escherichia coli / Shigella;98.76%	122	15084	4.1	ESC_UB0657AA_AS
ESC_TA6305AA	30415454	SRR11307971;ILLUMINA;Paired;;SRX7913203;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2008	7	16		North America	Canada	Quebec						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379545	SRS6320111	2021-01-01	2020-12-16	ESC_TA6305AA	Assembled	148	187757	4907916	Escherichia coli / Shigella;93.93%	134	17732	4.1	ESC_UB0649AA_AS
ESC_TA6308AA	21416415	SRR11307975;ILLUMINA;Paired;;SRX7913199;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2008	10	27		North America	Canada	Ontario						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379622	SRS6320106	2021-01-01	2020-12-16	ESC_TA6308AA	Assembled	109	139996	4790937	Escherichia coli / Shigella;94.36%	128	17511	4.1	ESC_UB0646AA_AS
ESC_TA6312AA	10816417	SRR11307979;ILLUMINA;Paired;;SRX7913195;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2008	11	5		North America	Canada	Alberta						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379618	SRS6320103	2021-01-01	2020-12-16	ESC_TA6312AA	Assembled	637	119502	4838704	Escherichia coli / Shigella;97.71%	121	181344	4.1	ESC_UB0642AA_AS
ESC_TA6314AA	21914232	SRR11307981;ILLUMINA;Paired;;SRX7913193;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2008	9	25		North America	Canada	Ontario						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379616	SRS6320102	2021-01-01	2020-12-16	ESC_TA6314AA	Assembled	116	126435	4858494	Escherichia coli / Shigella;95.88%	140	20415	4.1	ESC_UB0640AA_AS
ESC_TA6319AA	10417409	SRR11307986;ILLUMINA;Paired;;SRX7913188;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2008	7	15		North America	Canada	Alberta						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379612	SRS6320096	2021-01-01	2020-12-16	ESC_TA6319AA	Assembled	155	116282	4954182	Escherichia coli / Shigella;97.16%	154	21818	4.1	ESC_UB1009AA_AS
ESC_TA6320AA	40115481	SRR11307988;ILLUMINA;Paired;;SRX7913186;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2008	7	22		North America	Canada	Prince Edward Island	Prince County	Kensington		46.436295	-63.6255367	McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379610	SRS6320093	2021-01-01	2020-12-16	ESC_TA6320AA	Assembled	126	212751	4887897	Escherichia coli / Shigella;98.04%	66	16402	4.1	ESC_UB0631AA_AS
ESC_TA6324AA	21211973	SRR11307992;ILLUMINA;Paired;;SRX7913182;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2008	6	21		North America	Canada	Ontario						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379606	SRS6320089	2021-01-01	2020-12-16	ESC_TA6324AA	Assembled	97	165291	4932778	Escherichia coli / Shigella;96.75%	123	14845	4.1	ESC_UB0627AA_AS
ESC_TA6340AA	41606261	SRR11308008;ILLUMINA;Paired;;SRX7913166;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2007	7	6		North America	Canada	Prince Edward Island	Prince County	Kensington		46.436295	-63.6255367	McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379592	SRS6320074	2021-01-01	2020-12-16	ESC_TA6340AA	Assembled	39	116452	4748821	Escherichia coli / Shigella;97.96%	137	36295	4.1	ESC_UB0611AA_AS
ESC_TA6341AA	32009354	SRR11308009;ILLUMINA;Paired;;SRX7913165;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2007	8	26		North America	Canada	Quebec						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379591	SRS6320073	2021-01-01	2020-12-16	ESC_TA6341AA	Assembled	82	171695	4834084	Escherichia coli / Shigella;95.46%	94	15053	4.1	ESC_UB0610AA_AS
ESC_TA6345AA	32107654	SRR11308013;ILLUMINA;Paired;;SRX7913161;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2007	8	13		North America	Canada	Quebec						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379587	SRS6320070	2021-01-01	2020-12-16	ESC_TA6345AA	Assembled	103	138280	4577816	Escherichia coli / Shigella;96.59%	120	134755	4.1	ESC_UB0606AA_AS
ESC_TA6347AA	11902638	SRR11308015;ILLUMINA;Paired;;SRX7913159;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2007	6	4		North America	Canada	Alberta						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379541	SRS6320067	2021-01-01	2020-12-16	ESC_TA6347AA	Assembled	314	103805	4792167	Escherichia coli / Shigella;93.96%	154	23893	4.1	ESC_UB0604AA_AS
ESC_TA6349AA	10709818	SRR11308017;ILLUMINA;Paired;;SRX7913157;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2007	8	29		North America	Canada	Alberta						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379584	SRS6320065	2021-01-01	2020-12-16	ESC_TA6349AA	Assembled	105	150489	4893437	Escherichia coli / Shigella;98.42%	82	11976	4.1	ESC_UB0602AA_AS
ESC_TA6361AA	11211990	SRR11308030;ILLUMINA;Paired;;SRX7913144;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2008	3	18		North America	Canada	Alberta						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379572	SRS6320052	2021-01-01	2020-12-16	ESC_TA6361AA	Assembled	61	268425	4912738	Escherichia coli / Shigella;97.3%	46	124832	4.1	ESC_UB0590AA_AS
ESC_TA6363AA	22113962	SRR11308032;ILLUMINA;Paired;;SRX7913142;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2008	6	9		North America	Canada	Ontario						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379570	SRS6320050	2021-01-01	2020-12-16	ESC_TA6363AA	Assembled	113	132781	4730453	Escherichia coli / Shigella;97.4%	109	21009	4.1	ESC_UB0588AA_AS
ESC_TA6365AA	32400021	SRR11308034;ILLUMINA;Paired;;SRX7913140;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2007	3	1		North America	Canada	Quebec						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379568	SRS6320048	2021-01-01	2020-12-16	ESC_TA6365AA	Assembled	454	204025	5187811	Escherichia coli / Shigella;90.42%	133	17180	4.1	ESC_UB0586AA_AS
ESC_TA6371AA	21012853	SRR11308040;ILLUMINA;Paired;;SRX7913134;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2008	6	5		North America	Canada	Ontario						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379563	SRS6320042	2021-01-01	2020-12-16	ESC_TA6371AA	Assembled	370	147704	4827025	Escherichia coli / Shigella;94.53%	99	16761	4.1	ESC_UB0580AA_AS
ESC_TA6372AA	10213407	SRR11308041;ILLUMINA;Paired;;SRX7913133;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2008	4	30		North America	Canada	Alberta						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379562	SRS6320041	2021-01-01	2020-12-16	ESC_TA6372AA	Assembled	149	115872	4955208	Escherichia coli / Shigella;97.22%	155	230116	4.1	ESC_UB0579AA_AS
ESC_TA6373AA	31313964	SRR11308042;ILLUMINA;Paired;;SRX7913132;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2008	4	10		North America	Canada	Quebec						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379561	SRS6320040	2021-01-01	2020-12-16	ESC_TA6373AA	Assembled	62	265097	5025163	Escherichia coli / Shigella;97.39%	107	28712	4.1	ESC_UB0578AA_AS
ESC_TA6377AA	40611044	SRR11308046;ILLUMINA;Paired;;SRX7913128;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2007	8	16		North America	Canada	Prince Edward Island	Prince County	Kensington		46.436295	-63.6255367	McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379557	SRS6320036	2021-01-01	2020-12-16	ESC_TA6377AA	Assembled	27	111349	5060541	Escherichia coli / Shigella;93.79%	306	155230	4.1	ESC_UB0574AA_AS
ESC_TA6381AA	10415566	SRR11308051;ILLUMINA;Paired;;SRX7913123;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2008	6	9		North America	Canada	Alberta						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379553	SRS6320031	2021-01-01	2020-12-16	ESC_TA6381AA	Assembled	97	116282	4987063	Escherichia coli / Shigella;95.2%	150	19624	4.1	ESC_UB0570AA_AS
ESC_TA6390AA	10407462	SRR11308060;ILLUMINA;Paired;;SRX7913114;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2007	6	28		North America	Canada	Alberta						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379661	SRS6320022	2021-01-01	2020-12-16	ESC_TA6390AA	Assembled	148	143018	4797839	Escherichia coli / Shigella;97.32%	113	20075	4.1	ESC_UB0561AA_AS
ESC_TA6393AA	10109458	SRR11308063;ILLUMINA;Paired;;SRX7913111;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2007	9	30		North America	Canada	Alberta						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379658	SRS6320019	2021-01-01	2020-12-16	ESC_TA6393AA	Assembled	31	68517	4937367	Escherichia coli / Shigella;98.02%	192	224954	4.1	ESC_UB0558AA_AS
ESC_TA6397AA	21407796	SRR11308068;ILLUMINA;Paired;;SRX7913106;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2007	8	11		North America	Canada	Ontario						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379654	SRS6320014	2021-01-01	2020-12-16	ESC_TA6397AA	Assembled	66	241640	4749193	Escherichia coli / Shigella;95.92%	71	15811	4.1	ESC_UB0554AA_AS
ESC_TA6398AA	40810751	SRR11308070;ILLUMINA;Paired;;SRX7913104;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2007	10	25		North America	Canada	Prince Edward Island	Prince County	Kensington		46.436295	-63.6255367	McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379652	SRS6320012	2021-01-01	2020-12-16	ESC_TA6398AA	Assembled	69	236657	4668972	Escherichia coli / Shigella;98.04%	70	15999	4.1	ESC_UB0553AA_AS
ESC_TA6412AA	22115768	SRR11308084;ILLUMINA;Paired;;SRX7913090;SRA	Food	Dairy	Holstein Friesians; Dairy milk	2008	7	22		North America	Canada	Ontario						McGill University	Escherichia coli								PRJNA612640	SRP252828		SAMN14379639	SRS6319998	2021-01-01	2020-12-16	ESC_TA6412AA	Assembled	78	211000	4689875	Escherichia coli / Shigella;100.0%	82	15191	4.1	ESC_UB0539AA_AS
