Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Assembly barcode	Version
ESC_EA0822AA	PNUSAE003464	SRR3883017;ILLUMINA;Paired;;SRX1939193;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05363297	SRS1558330	2016-07-18	2016-07-12	ESC_EA0822AA	Assembled	89	108632	5430404	Escherichia coli / Shigella;99.2%	294	17585	ESC_HA6165AA_AS	3.41
ESC_EA0865AA	PNUSAE003569	SRR3882962;ILLUMINA;Paired;;SRX1939144;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05367102	SRS1558281	2016-07-18	2016-07-12	ESC_EA0865AA	Assembled	138	155889	5386735	Escherichia coli / Shigella;98.39%	299	8459	ESC_HA6122AA_AS	3.41
ESC_EA0896AA	2014C-3004	SRR3829557;ILLUMINA;Paired;;SRX1926637;SRA	Human	Human	Age: 9-May; stool	2013	12			North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05374543	SRS1554632	2016-07-18	2016-07-11	ESC_EA0896AA	Assembled	147	158936	5361720	Escherichia coli / Shigella;99.54%	254	6471	ESC_HA6079AA_AS	3.41
ESC_EA1114AA	PNUSAE003498	SRR3930569;ILLUMINA;Paired;;SRX1960030;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05402764	SRS1570153	2016-07-19	2016-07-19	ESC_EA1114AA	Assembled	103	110117	5622374	Escherichia coli / Shigella;98.69%	356	15076	ESC_HA6392AA_AS	3.41
ESC_EA2069AA	MOD1-EC6937	SRR3975570;ILLUMINA;Paired;300;SRX1985047;SRA,SRR3986240;ILLUMINA;Paired;300;SRX1988252;SRA,SRR3977056;ILLUMINA;Paired;300;SRX1985113;SRA	Livestock	Bovine	veterinary clinical/research| cow; bovine; feces (Bos taurus)	1997	9	19		North America	United States	Michigan						FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O1:H20						PRJNA230969	SRP058582		SAMN04992303	SRS1590183	2016-07-29	2015-01-01	ESC_EA2069AA	Assembled	119	116378	5458539	Escherichia coli / Shigella;98.81%	315	7781	ESC_HA8065AA_AS	3.51
ESC_EA2396AA	MOD1-EC5842	SRR3987499;ILLUMINA;Paired;300;SRX1988695;SRA	Livestock	Equine	feces	1984	8	10		North America	United States	Pennsylvania						FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O145						PRJNA230969	SRP058582		SAMN05439376	SRS1592468	2016-07-29	2015-01-01	ESC_EA2396AA	Assembled	96	119051	5365371	Escherichia coli / Shigella;99.24%	353	4021	ESC_HA8162AA_AS	3.51
ESC_EA2859AA	MOD1-EC6137	SRR3989712;ILLUMINA;Paired;300;SRX1991250;SRA	Livestock	Bovine	Meat Trim	2012	6	22		North America	United States	Nebraska						FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O145						PRJNA230969	SRP058582		SAMN05440279	SRS1594050	2016-07-30	2015-01-01	ESC_EA2859AA	Assembled	147	120088	5317989	Escherichia coli / Shigella;99.0%	332	5657	ESC_HA8733AA_AS	3.51
ESC_EA3165AA	PNUSAE003672	SRR3991675;ILLUMINA;Paired;;SRX1992924;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05432141	SRS1595644	2016-08-03	2016-08-01	ESC_EA3165AA	Assembled	101	186831	5323726	Escherichia coli / Shigella;99.13%	271	9139	ESC_HA8939AA_AS	3.51
ESC_EA3522AA	PNUSAE003893	SRR4018016;ILLUMINA;Paired;;SRX2011774;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05513267	SRS1609137	2016-08-11	2016-08-10	ESC_EA3522AA	Assembled	62	121377	5538695	Escherichia coli / Shigella;98.66%	361	17659	ESC_HA9326AA_AS	3.51
ESC_EA4267AA	PNUSAE003800	SRR4054793;ILLUMINA;Paired;;SRX2044365;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05596309	SRS1636888	2016-08-25	2016-08-24	ESC_EA4267AA	Assembled	64	116942	5389378	Escherichia coli / Shigella;97.97%	290	13840	ESC_IA0441AA_AS	3.51
ESC_EA4319AA	PNUSAE004040	SRR4054741;ILLUMINA;Paired;;SRX2044313;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05574629	SRS1636834	2016-08-25	2016-08-24	ESC_EA4319AA	Assembled	54	140961	5304059	Escherichia coli / Shigella;99.04%	266	12677	ESC_IA0432AA_AS	3.51
ESC_EA4340AA	PNUSAE004068	SRR4054718;ILLUMINA;Paired;;SRX2044290;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05579948	SRS1636813	2016-08-25	2016-08-24	ESC_EA4340AA	Assembled	82	155929	5291118	Escherichia coli / Shigella;98.22%	262	10650	ESC_IA0343AA_AS	3.51
ESC_EA4511AA	PNUSAE003955	SRR4095139;ILLUMINA;Paired;;SRX2065165;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05607754	SRS1656552	2016-08-31	2016-08-29	ESC_EA4511AA	Assembled	78	108672	5322863	Escherichia coli / Shigella;99.56%	277	12056	ESC_IA0706AA_AS	3.51
ESC_EA4556AA	PNUSAE004129	SRR4094937;ILLUMINA;Paired;;SRX2065042;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05607928	SRS1656446	2016-08-31	2016-08-29	ESC_EA4556AA	Assembled	63	126280	5414483	Escherichia coli / Shigella;99.59%	308	20111	ESC_IA0661AA_AS	3.51
ESC_EA4588AA	PNUSAE004148	SRR4094907;ILLUMINA;Paired;;SRX2065008;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05604775	SRS1656412	2016-08-31	2016-08-29	ESC_EA4588AA	Assembled	130	163306	5273755	Escherichia coli / Shigella;98.71%	288	3959	ESC_IA0629AA_AS	3.51
ESC_EA4645AA	PNUSAE003310	SRR4114222;ILLUMINA;Paired;;SRX2088102;SRA	Human	Human	Homo sapiens	2016	6	12		North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05714601	SRS1663101	2016-09-02	2016-09-01	ESC_EA4645AA	Assembled	81	167660	5328610	Escherichia coli / Shigella;99.59%	312	8717	ESC_IA0862AA_AS	3.51
ESC_EA4655AA	PNUSAE004074	SRR4113671;ILLUMINA;Paired;;SRX2086819;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05711344	SRS1663031	2016-09-02	2016-09-01	ESC_EA4655AA	Assembled	51	155890	5270585	Escherichia coli / Shigella;98.47%	236	9347	ESC_IA0852AA_AS	3.51
ESC_EA5017AA	2015C-4435	SRR4176563;ILLUMINA;Paired;;SRX2141170;SRA	Human	Human	stool	2015	7	30		North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05733208	SRS1673027	2016-09-07	2016-09-06	ESC_EA5017AA	Assembled	113	168246	5581830	Escherichia coli / Shigella;97.79%	350	14925	ESC_IA1108AA_AS	3.51
ESC_EA5042AA	2015C-3981CT1	SRR4176296;ILLUMINA;Paired;;SRX2141012;SRA	Human	Human	stool	2015	6	12		North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05733148	SRS1672891	2016-09-07	2016-09-06	ESC_EA5042AA	Assembled	128	148296	5371083	Escherichia coli / Shigella;97.65%	315	9346	ESC_IA1082AA_AS	3.51
ESC_EA5184AA	PNUSAE004073	SRR4191376;ILLUMINA;Paired;;SRX2146193;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05733234	SRS1677459	2016-09-08	2016-09-07	ESC_EA5184AA	Assembled	81	155890	5270922	Escherichia coli / Shigella;98.48%	235	8380	ESC_IA1341AA_AS	3.51
ESC_EA5374AA	2015EL-1507CT2	SRR4217005;ILLUMINA;Paired;;SRX2154135;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05757128	SRS1684643	2016-09-10	2016-09-09	ESC_EA5374AA	Assembled	130	138227	5507384	Escherichia coli / Shigella;97.71%	321	8827	ESC_IA1714AA_AS	3.51
ESC_EA5402AA	PNUSAE004343	SRR4209611;ILLUMINA;Paired;;SRX2152753;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05718056	SRS1683400	2016-09-10	2016-09-08	ESC_EA5402AA	Assembled	62	160582	5430874	Escherichia coli / Shigella;97.99%	295	17507	ESC_IA1684AA_AS	3.51
ESC_EA5403AA	PNUSAE004342	SRR4209610;ILLUMINA;Paired;;SRX2152752;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05718055	SRS1683399	2016-09-10	2016-09-08	ESC_EA5403AA	Assembled	74	167671	5268721	Escherichia coli / Shigella;99.08%	261	13960	ESC_IA1683AA_AS	3.51
ESC_EA5404AA	PNUSAE004340	SRR4209609;ILLUMINA;Paired;;SRX2152751;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05718053	SRS1683397	2016-09-10	2016-09-08	ESC_EA5404AA	Assembled	67	116328	5605451	Escherichia coli / Shigella;97.98%	381	22717	ESC_IA1682AA_AS	3.51
ESC_EA5746AA	PNUSAE004335	SRR4228126;ILLUMINA;Paired;;SRX2155532;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05755763	SRS1685611	2016-09-13	2016-09-09	ESC_EA5746AA	Assembled	64	138086	5309896	Escherichia coli / Shigella;98.31%	285	13048	ESC_IA1861AA_AS	3.51
ESC_EA5748AA	PNUSAE004332	SRR4228123;ILLUMINA;Paired;;SRX2155529;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05755760	SRS1685609	2016-09-13	2016-09-09	ESC_EA5748AA	Assembled	56	140663	5276976	Escherichia coli / Shigella;100.0%	270	24754	ESC_IA1859AA_AS	3.51
ESC_EA5987AA	PNUSAE004261	SRR4256109;ILLUMINA;Paired;;SRX2175889;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05763109	SRS1703199	2016-09-20	2016-09-19	ESC_EA5987AA	Assembled	112	120573	5270437	Escherichia coli / Shigella;97.04%	268	8243	ESC_IA2164AA_AS	3.51
ESC_EA5994AA	PNUSAE004391	SRR4256102;ILLUMINA;Paired;;SRX2175877;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05772770	SRS1703188	2016-09-20	2016-09-19	ESC_EA5994AA	Assembled	67	156497	5307128	Escherichia coli / Shigella;97.28%	271	10175	ESC_IA2157AA_AS	3.51
ESC_EA6096AA	PNUSAE004509	SRR4293144;ILLUMINA;Paired;;SRX2188611;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05788878	SRS1711364	2016-09-24	2016-09-23	ESC_EA6096AA	Assembled	73	107759	5304575	Escherichia coli / Shigella;98.03%	307	28211	ESC_IA2638AA_AS	3.51
ESC_EA6098AA	PNUSAE004506	SRR4293142;ILLUMINA;Paired;;SRX2188609;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05788875	SRS1711362	2016-09-24	2016-09-23	ESC_EA6098AA	Assembled	73	130949	5309785	Escherichia coli / Shigella;99.16%	274	14544	ESC_IA2461AA_AS	3.51
ESC_EA6102AA	PNUSAE004502	SRR4293138;ILLUMINA;Paired;;SRX2188605;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05788874	SRS1711358	2016-09-24	2016-09-23	ESC_EA6102AA	Assembled	64	151316	5321854	Escherichia coli / Shigella;98.71%	286	18571	ESC_JA1125AA_AS	3.51
ESC_EA6108AA	PNUSAE004523	SRR4293126;ILLUMINA;Paired;;SRX2188599;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05788746	SRS1711352	2016-09-24	2016-09-23	ESC_EA6108AA	Assembled	69	127935	5757349	Escherichia coli / Shigella;97.12%	333	12321	ESC_IA2595AA_AS	3.51
ESC_EA6112AA	PNUSAE004519	SRR4293122;ILLUMINA;Paired;;SRX2188589;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05788747	SRS1711342	2016-09-24	2016-09-23	ESC_EA6112AA	Assembled	82	132455	5443531	Escherichia coli / Shigella;98.07%	328	12414	ESC_IA2409AA_AS	3.51
ESC_EA6113AA	PNUSAE004518	SRR4293121;ILLUMINA;Paired;;SRX2188588;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05788745	SRS1711341	2016-09-24	2016-09-23	ESC_EA6113AA	Assembled	71	146278	5432876	Escherichia coli / Shigella;97.84%	323	12847	ESC_IA2449AA_AS	3.51
ESC_EA8392AA	MOD1-EC1935	SRR4340514;ILLUMINA;Paired;300;SRX2207794;SRA	Livestock	Bovine	veterinary clinical/research| cow; Bos taurus; feces (Bos taurus)					North America	United States	Wisconsin						FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O145:H28						PRJNA230969	SRP058582		SAMN05605301	SRS1725361	2016-10-04	2015-01-01	ESC_EA8392AA	Assembled	71	73289	5450855	Escherichia coli / Shigella;99.01%	361	10504	ESC_IA6978AA_AS	3.51
ESC_EA8415AA	MOD1-EC1661	SRR4340493;ILLUMINA;Paired;300;SRX2207771;SRA	Human	Human	clinical/research| human; Homo sapiens; feces					North America	United States	Montana						FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O145:H28					Huang 2021 PubMed34119200	PRJNA230969	SRP058582		SAMN05607381	SRS1725339	2016-10-04	2015-01-01	ESC_EA8415AA	Assembled	78	74839	5299735	Escherichia coli / Shigella;98.5%	332	11826	ESC_IA6426AA_AS	3.51
ESC_EA8430AA	MOD1-EC1641	SRR4340479;ILLUMINA;Paired;300;SRX2207756;SRA	Human	Human	clinical/research| human; Homo sapiens; feces	1998				North America	United States	Nebraska						FDA Center for Food Safety and Applied Nutrition	Escherichia coli		O145:H28					Huang 2021 PubMed34119201	PRJNA230969	SRP058582		SAMN05607397	SRS1725324	2016-10-04	2015-01-01	ESC_EA8430AA	Assembled	166	97246	5217797	Escherichia coli / Shigella;99.26%	329	9328	ESC_IA6411AA_AS	3.51
ESC_EA8453AA	PNUSAE004664	SRR4374775;ILLUMINA;Paired;;SRX2226554;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05859833	SRS1732636	2016-10-07	2016-10-06	ESC_EA8453AA	Assembled	77	68775	5262953	Escherichia coli / Shigella;98.71%	370	19112	ESC_IA7868AA_AS	3.51
ESC_EA8481AA	PNUSAE004360	SRR4346731;ILLUMINA;Paired;;SRX2213479;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05824280	SRS1730450	2016-10-07	2016-10-05	ESC_EA8481AA	Assembled	71	167751	5550903	Escherichia coli / Shigella;99.08%	268	10276	ESC_IA7853AA_AS	3.51
ESC_EA8564AA	PNUSAE004661	SRR4345511;ILLUMINA;Paired;;SRX2212415;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05856052	SRS1729390	2016-10-07	2016-10-05	ESC_EA8564AA	Assembled	81	128337	5511489	Escherichia coli / Shigella;98.29%	348	12354	ESC_IA7655AA_AS	3.51
ESC_EA8598AA	PNUSAE004596	SRR4320875;ILLUMINA;Paired;;SRX2203267;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05824286	SRS1723444	2016-10-09	2016-09-30	ESC_EA8598AA	Assembled	71	146278	5447685	Escherichia coli / Shigella;97.72%	307	13559	ESC_IA8287AA_AS	3.51
ESC_FA0242AA	PNUSAE004598	SRR4430008;ILLUMINA;Paired;;SRX2250903;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05893033	SRS1750828	2016-10-24	2016-10-18	ESC_FA0242AA	Assembled	67	151223	5307761	Escherichia coli / Shigella;97.66%	263	13320	ESC_IA8821AA_AS	3.51
ESC_FA0847AA	291711	SRR4786144;ILLUMINA;Paired;;SRX2316389;SRA	Human	Human	Homo sapiens; human	2016	8			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia Coli						PRJNA315192	SRP071789		SAMN05965249	SRS1773275	2016-11-03	2016-11-02	ESC_FA0847AA	Assembled	72	155420	5338190	Escherichia coli / Shigella;98.77%	180	5160	ESC_JA4366AA_AS	3.51
ESC_FA0855AA	302910	SRR4786032;ILLUMINA;Paired;;SRX2316263;SRA	Human	Human	Homo sapiens; human	2016	9			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia Coli						PRJNA315192	SRP071789		SAMN05965225	SRS1773555	2016-11-03	2016-11-02	ESC_FA0855AA	Assembled	69	142007	5291954	Escherichia coli / Shigella;96.89%	298	6943	ESC_JA4358AA_AS	3.51
ESC_FA1319AA	PNUSAE004209	SRR5001044;ILLUMINA;Paired;;SRX2333734;SRA	Human	Human	stool	2016	7	4		North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05991340	SRS1787760	2016-11-08	2016-11-07	ESC_FA1319AA	Assembled	137	141082	5546457	Escherichia coli / Shigella;97.23%	364	11483	ESC_JA4181AA_AS	3.51
ESC_FA1338AA	PNUSAE004815	SRR4923945;ILLUMINA;Paired;;SRX2327458;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05924800	SRS1782859	2016-11-08	2016-11-04	ESC_FA1338AA	Assembled	70	155890	5301765	Escherichia coli / Shigella;99.03%	251	8924	ESC_JA4163AA_AS	3.51
ESC_FA1525AA	302596	SRR4897547;ILLUMINA;Paired;;SRX2326804;SRA	Human	Human	Homo sapiens; human	2016	9			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia Coli						PRJNA315192	SRP071789		SAMN05980818	SRS1782270	2016-11-08	2016-11-05	ESC_FA1525AA	Assembled	78	121007	5533940	Escherichia coli / Shigella;98.99%	325	7037	ESC_JA3976AA_AS	3.51
ESC_FA1682AA	311149	SRR4897186;ILLUMINA;Paired;;SRX2326463;SRA	Human	Human	Homo sapiens; human	2016	10			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia Coli						PRJNA315192	SRP071789		SAMN05980403	SRS1781932	2016-11-08	2016-11-04	ESC_FA1682AA	Assembled	133	159938	5288745	Escherichia coli / Shigella;97.69%	311	2893	ESC_JA3818AA_AS	3.51
ESC_FA1739AA	296150	SRR4897075;ILLUMINA;Paired;;SRX2326352;SRA	Human	Human	Homo sapiens; human	2016	8			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia Coli						PRJNA315192	SRP071789		SAMN05980238	SRS1781786	2016-11-08	2016-11-04	ESC_FA1739AA	Assembled	78	159923	5315702	Escherichia coli / Shigella;98.45%	281	6041	ESC_JA3761AA_AS	3.51
ESC_FA2390AA	275923	SRR5006065;ILLUMINA;Paired;;SRX2337893;SRA	Human	Human	Homo sapiens; human	2016	7			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia Coli						PRJNA315192	SRP071789		SAMN06006249	SRS1791112	2016-11-14	2016-11-09	ESC_FA2390AA	Assembled	54	155459	5326031	Escherichia coli / Shigella;98.79%	279	5966	ESC_JA5545AA_AS	3.51
ESC_FA2764AA	287597	SRR5023958;ILLUMINA;Paired;;SRX2350661;SRA	Human	Human	Homo sapiens; human	2016	8			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia Coli						PRJNA315192	SRP071789		SAMN06018722	SRS1800761	2016-11-16	2016-11-16	ESC_FA2764AA	Assembled	107	155431	5412866	Escherichia coli / Shigella;97.69%	351	6498	ESC_JA9008AA_AS	3.51
ESC_FA2821AA	164821	SRR5023821;ILLUMINA;Paired;;SRX2350530;SRA	Human	Human	Homo sapiens; human	2015	9			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia Coli						PRJNA315192	SRP071789		SAMN06017297	SRS1800638	2016-11-16	2016-11-16	ESC_FA2821AA	Assembled	63	97675	5284434	Escherichia coli / Shigella;98.49%	308	18122	ESC_KA4227AA_AS	3.51
ESC_FA4058AA	285574	SRR5034996;ILLUMINA;Paired;;SRX2359564;SRA	Human	Human	Homo sapiens; human	2016	8			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia Coli						PRJNA315192	SRP071789		SAMN06040224	SRS1808193	2016-11-20	2016-11-19	ESC_FA4058AA	Assembled	52	109810	5289813	Escherichia coli / Shigella;98.81%	195	9099	ESC_KA6851AA_AS	3.51
ESC_FA4136AA	126082	SRR5033718;ILLUMINA;Paired;;SRX2358375;SRA	Human	Human	Homo sapiens; human	2015	6			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia Coli						PRJNA315192	SRP071789		SAMN06035359	SRS1807078	2016-11-20	2016-11-19	ESC_FA4136AA	Assembled	58	74806	5243012	Escherichia coli / Shigella;98.3%	330	16885	ESC_KA4599AA_AS	3.51
ESC_FA4329AA	PNUSAE004966	SRR5042898;ILLUMINA;Paired;;SRX2365980;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05978525	SRS1812245	2016-11-22	2016-11-21	ESC_FA4329AA	Assembled	93	167659	5356532	Escherichia coli / Shigella;99.15%	278	8631	ESC_KA2236AA_AS	3.51
ESC_FA4339AA	PNUSAE005077	SRR5042883;ILLUMINA;Paired;;SRX2365966;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN06015102	SRS1812231	2016-11-22	2016-11-21	ESC_FA4339AA	Assembled	94	140738	5342643	Escherichia coli / Shigella;99.56%	295	11116	ESC_KA2226AA_AS	3.51
ESC_FA4345AA	PNUSAE005047	SRR5042877;ILLUMINA;Paired;;SRX2365959;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN06010520	SRS1812224	2016-11-22	2016-11-21	ESC_FA4345AA	Assembled	89	107213	5511548	Escherichia coli / Shigella;98.36%	359	18407	ESC_KA2258AA_AS	3.51
ESC_FA4434AA	PNUSAE004888	SRR5054442;ILLUMINA;Paired;;SRX2375386;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05950855	SRS1818658	2016-11-25	2016-11-25	ESC_FA4434AA	Assembled	104	160185	5293193	Escherichia coli / Shigella;96.76%	232	9112	ESC_KA2493AA_AS	3.51
ESC_FA4439AA	PNUSAE004925	SRR5054434;ILLUMINA;Paired;;SRX2375378;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05956419	SRS1818650	2016-11-25	2016-11-25	ESC_FA4439AA	Assembled	92	108100	5438818	Escherichia coli / Shigella;98.59%	346	12986	ESC_KA2408AA_AS	3.51
ESC_FA4606AA	PNUSAE004507	SRR5063809;ILLUMINA;Paired;;SRX2384285;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN05943636	SRS1826435	2016-12-01	2016-11-30	ESC_FA4606AA	Assembled	103	128337	5520456	Escherichia coli / Shigella;98.9%	325	11872	ESC_KA6902AA_AS	3.51
ESC_FA4673AA	PNUSAE004982	SRR5067187;ILLUMINA;Paired;;SRX2387488;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN06064404	SRS1829378	2016-12-02	2016-12-01	ESC_FA4673AA	Assembled	101	96885	5326529	Escherichia coli / Shigella;99.12%	291	14608	ESC_KA6944AA_AS	3.51
ESC_FA5714AA	PNUSAE005448	SRR5122333;ILLUMINA;Paired;;SRX2437483;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN06160133	SRS1872096	2016-12-20	2016-12-20	ESC_FA5714AA	Assembled	80	157241	5376065	Escherichia coli / Shigella;98.38%	304	17127	ESC_KA8878AA_AS	3.51
ESC_FA5781AA	PNUSAE005328	SRR5124279;ILLUMINA;Paired;;SRX2439271;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN06101571	SRS1873920	2016-12-22	2016-12-21	ESC_FA5781AA	Assembled	47	113519	5773252	Escherichia coli / Shigella;97.95%	465	39112	ESC_KA9301AA_AS	3.51
ESC_FA5784AA	PNUSAE005325	SRR5124276;ILLUMINA;Paired;;SRX2439268;SRA								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN06101568	SRS1873917	2016-12-22	2016-12-21	ESC_FA5784AA	Assembled	59	168012	5304096	Escherichia coli / Shigella;97.58%	277	10871	ESC_KA9298AA_AS	3.51
