Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Assembly barcode	Version
ESC_HA5398AA	REL11356	SRR6170229;ILLUMINA;Paired;;SRX3281136;SRA,SRR6170230;ILLUMINA;Single;;SRX3281135;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761881	SRS2591907	2017-10-14	2017-10-13	ESC_HA5398AA	Assembled	134	92855	4510992	Escherichia coli / Shigella;100.0%	121	2699	ESC_QA0331AA_AS	3.61
ESC_HA5399AA	REL11400	SRR6170231;ILLUMINA;Paired;;SRX3281134;SRA,SRR6170232;ILLUMINA;Single;;SRX3281133;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761882	SRS2591906	2017-10-14	2017-10-13	ESC_HA5399AA	Assembled	86	79185	4501063	Escherichia coli / Shigella;100.0%	100	3137	ESC_QA0330AA_AS	3.61
ESC_HA5400AA	REL11123	SRR6170233;ILLUMINA;Paired;;SRX3281132;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762068	SRS2591904	2017-10-14	2017-10-13	ESC_HA5400AA	Assembled	24	60570	4449650	Escherichia coli / Shigella;100.0%	135	28552	ESC_QA0329AA_AS	3.61
ESC_HA5420AA	REL9306	SRR6170258;ILLUMINA;Paired;;SRX3281107;SRA,SRR6170259;ILLUMINA;Single;;SRX3281106;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761838	SRS2591887	2017-10-14	2017-10-13	ESC_HA5420AA	Assembled	49	76838	4519713	Escherichia coli / Shigella;100.0%	131	15191	ESC_QA0309AA_AS	3.61
ESC_HA5421AA	REL9344	SRR6170367;ILLUMINA;Paired;;SRX3280998;SRA,SRR6170261;ILLUMINA;Single;;SRX3281104;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761839	SRS2591804	2017-10-14	2017-10-13	ESC_HA5421AA	Assembled	59	69973	4532355	Escherichia coli / Shigella;99.18%	140	9694	ESC_QA0308AA_AS	3.61
ESC_HA5423AA	REL10129	SRR6170264;ILLUMINA;Paired;;SRX3281101;SRA,SRR6170265;ILLUMINA;Single;;SRX3281100;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761841	SRS2591884	2017-10-14	2017-10-13	ESC_HA5423AA	Assembled	53	73263	4522640	Escherichia coli / Shigella;100.0%	126	13062	ESC_QA0306AA_AS	3.61
ESC_HA5425AA	REL10154	SRR6170378;ILLUMINA;Paired;;SRX3280987;SRA,SRR6170267;ILLUMINA;Single;;SRX3281098;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761842	SRS2591798	2017-10-14	2017-10-13	ESC_HA5425AA	Assembled	57	40127	4524903	Escherichia coli / Shigella;100.0%	214	53561	ESC_QA0304AA_AS	3.61
ESC_HA5426AA	REL11077	SRR6170269;ILLUMINA;Paired;;SRX3281096;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761969	SRS2591881	2017-10-14	2017-10-13	ESC_HA5426AA	Assembled	66	115119	4527964	Escherichia coli / Shigella;100.0%	106	5214	ESC_QA0303AA_AS	3.61
ESC_HA5427AA	REL11049	SRR6170270;ILLUMINA;Paired;;SRX3281095;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761968	SRS2591880	2017-10-14	2017-10-13	ESC_HA5427AA	Assembled	76	105266	4535600	Escherichia coli / Shigella;100.0%	106	5954	ESC_QA0302AA_AS	3.61
ESC_HA5428AA	REL11037	SRR6170271;ILLUMINA;Paired;;SRX3281094;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761967	SRS2591879	2017-10-14	2017-10-13	ESC_HA5428AA	Assembled	62	115099	4523868	Escherichia coli / Shigella;100.0%	80	4561	ESC_QA0301AA_AS	3.61
ESC_HA5430AA	REL11011	SRR6170273;ILLUMINA;Paired;;SRX3281092;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761965	SRS2591877	2017-10-14	2017-10-13	ESC_HA5430AA	Assembled	38	94120	4526609	Escherichia coli / Shigella;100.0%	101	17485	ESC_QA0299AA_AS	3.61
ESC_HA5431AA	REL10993	SRR6170274;ILLUMINA;Paired;;SRX3281091;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761964	SRS2591876	2017-10-14	2017-10-13	ESC_HA5431AA	Assembled	45	105471	4524692	Escherichia coli / Shigella;100.0%	105	8451	ESC_QA0298AA_AS	3.61
ESC_HA5432AA	REL10967	SRR6170275;ILLUMINA;Paired;;SRX3281090;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761963	SRS2591875	2017-10-14	2017-10-13	ESC_HA5432AA	Assembled	56	117124	4525699	Escherichia coli / Shigella;100.0%	88	5306	ESC_QA0297AA_AS	3.61
ESC_HA5433AA	REL10926	SRR6170276;ILLUMINA;Paired;;SRX3281089;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761962	SRS2591874	2017-10-14	2017-10-13	ESC_HA5433AA	Assembled	39	105471	4522869	Escherichia coli / Shigella;100.0%	94	8729	ESC_QA0296AA_AS	3.61
ESC_HA5435AA	REL11089	SRR6170278;ILLUMINA;Paired;;SRX3281087;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761970	SRS2591872	2017-10-14	2017-10-13	ESC_HA5435AA	Assembled	57	116352	4526263	Escherichia coli / Shigella;100.0%	95	5537	ESC_QA0294AA_AS	3.61
ESC_HA5446AA	REL10902	SRR6170290;ILLUMINA;Paired;;SRX3281075;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762151	SRS2591860	2017-10-14	2017-10-13	ESC_HA5446AA	Assembled	65	89898	4398823	Escherichia coli / Shigella;99.02%	120	6001	ESC_QA0283AA_AS	3.61
ESC_HA5447AA	REL10884	SRR6170291;ILLUMINA;Paired;;SRX3281074;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762150	SRS2591859	2017-10-14	2017-10-13	ESC_HA5447AA	Assembled	50	83493	4397287	Escherichia coli / Shigella;100.0%	135	7893	ESC_QA0282AA_AS	3.61
ESC_HA5448AA	REL10871	SRR6170292;ILLUMINA;Paired;;SRX3281073;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762149	SRS2591858	2017-10-14	2017-10-13	ESC_HA5448AA	Assembled	89	83962	4441493	Escherichia coli / Shigella;100.0%	133	4566	ESC_QA0281AA_AS	3.61
ESC_HA5450AA	REL10832	SRR6170294;ILLUMINA;Paired;;SRX3281071;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762147	SRS2591856	2017-10-14	2017-10-13	ESC_HA5450AA	Assembled	44	85374	4387012	Escherichia coli / Shigella;100.0%	114	8123	ESC_QA0279AA_AS	3.61
ESC_HA5451AA	REL10810	SRR6170295;ILLUMINA;Paired;;SRX3281070;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762146	SRS2591943	2017-10-14	2017-10-13	ESC_HA5451AA	Assembled	33	64887	4390357	Escherichia coli / Shigella;100.0%	132	19521	ESC_QA0278AA_AS	3.61
ESC_HA5452AA	REL10783	SRR6170296;ILLUMINA;Paired;;SRX3281069;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762145	SRS2591855	2017-10-14	2017-10-13	ESC_HA5452AA	Assembled	140	89747	4444077	Escherichia coli / Shigella;100.0%	119	2087	ESC_QA0277AA_AS	3.61
ESC_HA5453AA	REL10749	SRR6170297;ILLUMINA;Paired;;SRX3281068;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762144	SRS2591854	2017-10-14	2017-10-13	ESC_HA5453AA	Assembled	74	89532	4443857	Escherichia coli / Shigella;100.0%	117	4338	ESC_QA0276AA_AS	3.61
ESC_HA5457AA	REL10904	SRR6170303;ILLUMINA;Paired;;SRX3281062;SRA,SRR6170302;ILLUMINA;Single;;SRX3281063;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761864	SRS2591850	2017-10-14	2017-10-13	ESC_HA5457AA	Assembled	64	74408	4501012	Escherichia coli / Shigella;100.0%	112	9838	ESC_QA0272AA_AS	3.61
ESC_HA5458AA	REL10886	SRR6170305;ILLUMINA;Paired;;SRX3281060;SRA,SRR6170304;ILLUMINA;Single;;SRX3281061;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761863	SRS2591849	2017-10-14	2017-10-13	ESC_HA5458AA	Assembled	60	59085	4500977	Escherichia coli / Shigella;100.0%	144	21776	ESC_QA0271AA_AS	3.61
ESC_HA5459AA	REL10930	SRR6170307;ILLUMINA;Paired;;SRX3281058;SRA,SRR6170306;ILLUMINA;Single;;SRX3281059;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761866	SRS2591848	2017-10-14	2017-10-13	ESC_HA5459AA	Assembled	86	94870	4528411	Escherichia coli / Shigella;100.0%	100	3321	ESC_QA0270AA_AS	3.61
ESC_HA5460AA	REL10917	SRR6170309;ILLUMINA;Paired;;SRX3281056;SRA,SRR6170308;ILLUMINA;Single;;SRX3281057;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761865	SRS2591847	2017-10-14	2017-10-13	ESC_HA5460AA	Assembled	67	60570	4534643	Escherichia coli / Shigella;99.28%	169	8981	ESC_QA0269AA_AS	3.61
ESC_HA5464AA	REL8597	SRR6170317;ILLUMINA;Paired;;SRX3281048;SRA,SRR6170316;ILLUMINA;Single;;SRX3281049;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761835	SRS2591843	2017-10-14	2017-10-13	ESC_HA5464AA	Assembled	35	19988	4542304	Escherichia coli / Shigella;100.0%	405	133134	ESC_QA0265AA_AS	3.61
ESC_HA5465AA	REL9254	SRR6170319;ILLUMINA;Paired;;SRX3281046;SRA,SRR6170318;ILLUMINA;Single;;SRX3281047;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761836	SRS2591842	2017-10-14	2017-10-13	ESC_HA5465AA	Assembled	44	29705	4536406	Escherichia coli / Shigella;100.0%	282	75380	ESC_QA0264AA_AS	3.61
ESC_HA5466AA	REL10974	SRR6170320;ILLUMINA;Paired;;SRX3281045;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762059	SRS2591841	2017-10-14	2017-10-13	ESC_HA5466AA	Assembled	32	97244	4452538	Escherichia coli / Shigella;100.0%	106	10651	ESC_QA0263AA_AS	3.61
ESC_HA5467AA	REL10933	SRR6170321;ILLUMINA;Paired;;SRX3281044;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762058	SRS2591840	2017-10-14	2017-10-13	ESC_HA5467AA	Assembled	44	85366	4454430	Escherichia coli / Shigella;100.0%	112	7671	ESC_QA0262AA_AS	3.61
ESC_HA5468AA	REL10920	SRR6170322;ILLUMINA;Paired;;SRX3281043;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762057	SRS2591839	2017-10-14	2017-10-13	ESC_HA5468AA	Assembled	63	105456	4454723	Escherichia coli / Shigella;100.0%	98	3465	ESC_QA0261AA_AS	3.61
ESC_HA5469AA	REL10907	SRR6170323;ILLUMINA;Paired;;SRX3281042;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762056	SRS2591838	2017-10-14	2017-10-13	ESC_HA5469AA	Assembled	26	65838	4454405	Escherichia coli / Shigella;100.0%	138	26519	ESC_QA0260AA_AS	3.61
ESC_HA5470AA	REL10889	SRR6170324;ILLUMINA;Paired;;SRX3281041;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762055	SRS2591837	2017-10-14	2017-10-13	ESC_HA5470AA	Assembled	24	31356	4461242	Escherichia coli / Shigella;100.0%	266	81015	ESC_QA0259AA_AS	3.61
ESC_HA5471AA	REL10876	SRR6170325;ILLUMINA;Paired;;SRX3281040;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762054	SRS2591836	2017-10-14	2017-10-13	ESC_HA5471AA	Assembled	56	97228	4453032	Escherichia coli / Shigella;100.0%	101	6271	ESC_QA0258AA_AS	3.61
ESC_HA5472AA	REL10859	SRR6170326;ILLUMINA;Paired;;SRX3281039;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762053	SRS2591835	2017-10-14	2017-10-13	ESC_HA5472AA	Assembled	32	50701	4455565	Escherichia coli / Shigella;100.0%	170	35999	ESC_QA0257AA_AS	3.61
ESC_HA5473AA	REL10837	SRR6170327;ILLUMINA;Paired;;SRX3281038;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762052	SRS2591834	2017-10-14	2017-10-13	ESC_HA5473AA	Assembled	26	40630	4451316	Escherichia coli / Shigella;100.0%	181	45449	ESC_QA0256AA_AS	3.61
ESC_HA5482AA	REL11639	SRR6170336;ILLUMINA;Paired;;SRX3281029;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761987	SRS2591825	2017-10-14	2017-10-13	ESC_HA5482AA	Assembled	90	116148	4540897	Escherichia coli / Shigella;100.0%	108	5083	ESC_QA0247AA_AS	3.61
ESC_HA5483AA	REL11612	SRR6170337;ILLUMINA;Paired;;SRX3281028;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761986	SRS2591824	2017-10-14	2017-10-13	ESC_HA5483AA	Assembled	146	115119	4536221	Escherichia coli / Shigella;100.0%	109	3807	ESC_QA0246AA_AS	3.61
ESC_HA5484AA	REL11712	SRR6170338;ILLUMINA;Paired;;SRX3281027;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761989	SRS2591823	2017-10-14	2017-10-13	ESC_HA5484AA	Assembled	110	116148	4536236	Escherichia coli / Shigella;100.0%	108	5152	ESC_QA0245AA_AS	3.61
ESC_HA5485AA	REL11665	SRR6170339;ILLUMINA;Paired;;SRX3281026;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761988	SRS2591822	2017-10-14	2017-10-13	ESC_HA5485AA	Assembled	102	115119	4532526	Escherichia coli / Shigella;100.0%	105	5478	ESC_QA0244AA_AS	3.61
ESC_HA5486AA	REL11471	SRR6170340;ILLUMINA;Paired;;SRX3281025;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761983	SRS2591821	2017-10-14	2017-10-13	ESC_HA5486AA	Assembled	154	116107	4535954	Escherichia coli / Shigella;100.0%	109	3858	ESC_QA0243AA_AS	3.61
ESC_HA5487AA	REL11444	SRR6170341;ILLUMINA;Paired;;SRX3281024;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761982	SRS2591819	2017-10-14	2017-10-13	ESC_HA5487AA	Assembled	156	116107	4535747	Escherichia coli / Shigella;100.0%	109	4478	ESC_QA0242AA_AS	3.61
ESC_HA5488AA	REL11565	SRR6170342;ILLUMINA;Paired;;SRX3281023;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761985	SRS2591820	2017-10-14	2017-10-13	ESC_HA5488AA	Assembled	124	116251	4535593	Escherichia coli / Shigella;100.0%	102	4067	ESC_QA0241AA_AS	3.61
ESC_HA5489AA	REL11516	SRR6170343;ILLUMINA;Paired;;SRX3281022;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761984	SRS2591817	2017-10-14	2017-10-13	ESC_HA5489AA	Assembled	172	116107	4538813	Escherichia coli / Shigella;98.89%	116	4020	ESC_QA0240AA_AS	3.61
ESC_HA5498AA	REL11569	SRR6170358;ILLUMINA;Paired;;SRX3281007;SRA,SRR6170357;ILLUMINA;Single;;SRX3281008;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761887	SRS2591809	2017-10-14	2017-10-13	ESC_HA5498AA	Assembled	129	78364	4506733	Escherichia coli / Shigella;99.09%	122	3210	ESC_QA0226AA_AS	3.61
ESC_HA5499AA	REL11520	SRR6170360;ILLUMINA;Paired;;SRX3281005;SRA,SRR6170359;ILLUMINA;Single;;SRX3281006;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761886	SRS2591808	2017-10-14	2017-10-13	ESC_HA5499AA	Assembled	118	79813	4508859	Escherichia coli / Shigella;100.0%	128	3028	ESC_QA0225AA_AS	3.61
ESC_HA5500AA	REL11475	SRR6170362;ILLUMINA;Paired;;SRX3281003;SRA,SRR6170361;ILLUMINA;Single;;SRX3281004;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761885	SRS2591807	2017-10-14	2017-10-13	ESC_HA5500AA	Assembled	78	78365	4518669	Escherichia coli / Shigella;99.17%	143	8960	ESC_QA0224AA_AS	3.61
ESC_HA5501AA	REL11448	SRR6170364;ILLUMINA;Paired;;SRX3281001;SRA,SRR6170363;ILLUMINA;Single;;SRX3281002;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761884	SRS2591806	2017-10-14	2017-10-13	ESC_HA5501AA	Assembled	81	98595	4513599	Escherichia coli / Shigella;100.0%	123	2658	ESC_QA0223AA_AS	3.61
ESC_HA5502AA	REL11424	SRR6170366;ILLUMINA;Paired;;SRX3280999;SRA,SRR6170365;ILLUMINA;Single;;SRX3281000;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761883	SRS2591805	2017-10-14	2017-10-13	ESC_HA5502AA	Assembled	127	82081	4507610	Escherichia coli / Shigella;99.02%	114	2875	ESC_QA0222AA_AS	3.61
ESC_HA5520AA	REL10781	SRR6170391;ILLUMINA;Paired;;SRX3280974;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761954	SRS2591786	2017-10-14	2017-10-13	ESC_HA5520AA	Assembled	186	116107	4537738	Escherichia coli / Shigella;100.0%	104	2813	ESC_QA0204AA_AS	3.61
ESC_HA5521AA	REL10808	SRR6170392;ILLUMINA;Paired;;SRX3280973;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761955	SRS2591784	2017-10-14	2017-10-13	ESC_HA5521AA	Assembled	125	116107	4535753	Escherichia coli / Shigella;98.8%	103	3336	ESC_QA0203AA_AS	3.61
ESC_HA5522AA	REL10694	SRR6170393;ILLUMINA;Paired;;SRX3280972;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761952	SRS2591783	2017-10-14	2017-10-13	ESC_HA5522AA	Assembled	106	116107	4536750	Escherichia coli / Shigella;100.0%	106	4367	ESC_QA0202AA_AS	3.61
ESC_HA5523AA	REL10747	SRR6170394;ILLUMINA;Paired;;SRX3280971;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761953	SRS2591781	2017-10-14	2017-10-13	ESC_HA5523AA	Assembled	94	118558	4534754	Escherichia coli / Shigella;98.75%	98	3778	ESC_QA0201AA_AS	3.61
ESC_HA5525AA	REL10882	SRR6170396;ILLUMINA;Paired;;SRX3280969;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761959	SRS2591780	2017-10-14	2017-10-13	ESC_HA5525AA	Assembled	33	115261	4521077	Escherichia coli / Shigella;100.0%	98	19387	ESC_QA0199AA_AS	3.61
ESC_HA5526AA	REL10830	SRR6170397;ILLUMINA;Paired;;SRX3280968;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761956	SRS2591778	2017-10-14	2017-10-13	ESC_HA5526AA	Assembled	97	116251	4531369	Escherichia coli / Shigella;98.86%	108	4719	ESC_QA0198AA_AS	3.61
ESC_HA5527AA	REL10852	SRR6170398;ILLUMINA;Paired;;SRX3280967;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761957	SRS2591779	2017-10-14	2017-10-13	ESC_HA5527AA	Assembled	142	116107	4528840	Escherichia coli / Shigella;100.0%	97	2746	ESC_QA0197AA_AS	3.61
ESC_HA5528AA	REL10900	SRR6170399;ILLUMINA;Paired;;SRX3280966;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761960	SRS2591777	2017-10-14	2017-10-13	ESC_HA5528AA	Assembled	46	115363	4526935	Escherichia coli / Shigella;100.0%	98	6814	ESC_QA0196AA_AS	3.61
ESC_HA5529AA	REL10913	SRR6170400;ILLUMINA;Paired;;SRX3280965;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07761961	SRS2591775	2017-10-14	2017-10-13	ESC_HA5529AA	Assembled	33	102079	4525855	Escherichia coli / Shigella;100.0%	99	20385	ESC_QA0195AA_AS	3.61
ESC_HA5530AA	REL11172	SRR6170401;ILLUMINA;Paired;;SRX3280964;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762165	SRS2591776	2017-10-14	2017-10-13	ESC_HA5530AA	Assembled	49	82739	4313450	Escherichia coli / Shigella;100.0%	107	4342	ESC_QA0194AA_AS	3.61
ESC_HA5531AA	REL11018	SRR6170402;ILLUMINA;Paired;;SRX3280963;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762061	SRS2591774	2017-10-14	2017-10-13	ESC_HA5531AA	Assembled	16	96787	4449898	Escherichia coli / Shigella;100.0%	97	83741	ESC_QA0193AA_AS	3.61
ESC_HA5532AA	REL110000	SRR6170403;ILLUMINA;Paired;;SRX3280962;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762060	SRS2591773	2017-10-14	2017-10-13	ESC_HA5532AA	Assembled	41	93272	4454589	Escherichia coli / Shigella;100.0%	106	7745	ESC_QA0192AA_AS	3.61
ESC_HA5625AA	REL7307	SRR6174301;ILLUMINA;Paired;;SRX3285266;SRA,SRR6174300;ILLUMINA;Paired;;SRX3285267;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762903	SRS2594910	2017-10-16	2017-10-15	ESC_HA5625AA	Assembled	91	116356	4512272	Escherichia coli / Shigella;100.0%	104	2977	ESC_QA2049AA_AS	3.61
ESC_HA5626AA	REL7332	SRR6174303;ILLUMINA;Paired;;SRX3285264;SRA,SRR6174302;ILLUMINA;Paired;;SRX3285265;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762904	SRS2594909	2017-10-16	2017-10-15	ESC_HA5626AA	Assembled	70	116107	4507760	Escherichia coli / Shigella;100.0%	102	3061	ESC_QA2047AA_AS	3.61
ESC_HA5627AA	REL7258	SRR6174305;ILLUMINA;Paired;;SRX3285262;SRA,SRR6174304;ILLUMINA;Paired;;SRX3285263;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762901	SRS2594908	2017-10-16	2017-10-15	ESC_HA5627AA	Assembled	87	118951	4503218	Escherichia coli / Shigella;100.0%	87	2989	ESC_QA2045AA_AS	3.61
ESC_HA5628AA	REL7282	SRR6174307;ILLUMINA;Paired;;SRX3285260;SRA,SRR6174306;ILLUMINA;Paired;;SRX3285261;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762902	SRS2594907	2017-10-16	2017-10-15	ESC_HA5628AA	Assembled	60	117896	4510959	Escherichia coli / Shigella;100.0%	106	4962	ESC_QA2043AA_AS	3.61
ESC_HA5629AA	REL7393	SRR6174308;ILLUMINA;Paired;;SRX3285259;SRA,SRR6174309;ILLUMINA;Paired;;SRX3285258;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762905	SRS2594906	2017-10-16	2017-10-15	ESC_HA5629AA	Assembled	83	118838	4507972	Escherichia coli / Shigella;100.0%	103	3501	ESC_QA2041AA_AS	3.61
ESC_HA5644AA	REL11276	SRR6174337;ILLUMINA;Paired;;SRX3285230;SRA,SRR6174336;ILLUMINA;Paired;;SRX3285231;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762845	SRS2594891	2017-10-16	2017-10-15	ESC_HA5644AA	Assembled	60	70357	4419833	Escherichia coli / Shigella;100.0%	142	6681	ESC_QA2012AA_AS	3.61
ESC_HA5652AA	REL11719	SRR6174351;ILLUMINA;Paired;;SRX3285216;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762951	SRS2594884	2017-10-16	2017-10-15	ESC_HA5652AA	Assembled	119	72767	4404909	Escherichia coli / Shigella;100.0%	105	2338	ESC_QA1997AA_AS	3.61
ESC_HA5654AA	REL10922	SRR6174354;ILLUMINA;Paired;;SRX3285213;SRA,SRR6174353;ILLUMINA;Paired;;SRX3285214;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762947	SRS2594882	2017-10-16	2017-10-15	ESC_HA5654AA	Assembled	50	127820	4483234	Escherichia coli / Shigella;100.0%	95	3866	ESC_QA1994AA_AS	3.61
ESC_HA5655AA	REL10909	SRR6174355;ILLUMINA;Paired;;SRX3285212;SRA,SRR6174356;ILLUMINA;Paired;;SRX3285211;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762946	SRS2594881	2017-10-16	2017-10-15	ESC_HA5655AA	Assembled	30	104910	4480099	Escherichia coli / Shigella;100.0%	90	15773	ESC_QA1992AA_AS	3.61
ESC_HA5656AA	REL10976	SRR6174358;ILLUMINA;Paired;;SRX3285209;SRA,SRR6174357;ILLUMINA;Paired;;SRX3285210;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762949	SRS2594880	2017-10-16	2017-10-15	ESC_HA5656AA	Assembled	47	110859	4477531	Escherichia coli / Shigella;100.0%	88	3893	ESC_QA1990AA_AS	3.61
ESC_HA5657AA	REL10935	SRR6174359;ILLUMINA;Paired;;SRX3285208;SRA,SRR6174360;ILLUMINA;Paired;;SRX3285207;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762948	SRS2594879	2017-10-16	2017-10-15	ESC_HA5657AA	Assembled	40	127552	4483997	Escherichia coli / Shigella;100.0%	91	7082	ESC_QA1989AA_AS	3.61
ESC_HA5665AA	REL10346	SRR6174375;ILLUMINA;Paired;;SRX3285192;SRA,SRR6174374;ILLUMINA;Paired;;SRX3285193;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762926	SRS2594871	2017-10-16	2017-10-15	ESC_HA5665AA	Assembled	47	118956	4502991	Escherichia coli / Shigella;100.0%	106	7591	ESC_QA1974AA_AS	3.61
ESC_HA5666AA	REL10429	SRR6174376;ILLUMINA;Paired;;SRX3285191;SRA,SRR6174377;ILLUMINA;Paired;;SRX3285190;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762929	SRS2594870	2017-10-16	2017-10-15	ESC_HA5666AA	Assembled	56	127820	4497863	Escherichia coli / Shigella;100.0%	104	4003	ESC_QA1971AA_AS	3.61
ESC_HA5667AA	REL10388	SRR6174378;ILLUMINA;Paired;;SRX3285189;SRA,SRR6174379;ILLUMINA;Paired;;SRX3285188;SRA																Harvard University	Escherichia coli								PRJNA380528	SRP119922		SAMN07762928	SRS2594869	2017-10-16	2017-10-15	ESC_HA5667AA	Assembled	61	116107	4498055	Escherichia coli / Shigella;100.0%	106	3908	ESC_QA1970AA_AS	3.61
